UNC125_BT474_1	UNC125_MCF10A_1	UNC125_MCF7_1	UNC125_MDA231_1	UNC125_SUM159_1	UNC125_T47D_1	UNC965_BT474_1	UNC965_BT474_2	UNC965_HCC1806_1	UNC965_MCF10A_1	UNC965_MCF7_1	UNC965_MCF7_2	UNC965_MDA231_1	UNC965_MDA231_2	UNC965_SUM159_1	UNC965_SUM159_2	UNC965_T47D_1	UNC965_T47D_2	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	Normal_vs_Basal_logFC	Normal_vs_Basal_AveExpr	Normal_vs_Basal_t	Normal_vs_Basal_P.Value	Normal_vs_Basal_adj.P.Val	Normal_vs_Basal_B	Normal_vs_Basal_-log(P.Value)	Normal_vs_Basal_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	Normal_vs_Basal_Valid	Normal_vs_Basal_Significant
17.076129913330078	16.53668212890625	18.192792892456055	17.98039436340332	12.322471618652344	17.07992172241211	18.565410614013672	18.721485137939453	17.280290603637695	17.100778579711914	18.159196853637695	18.23337173461914	20.0487003326416	19.424375534057617	20.21894645690918	20.3656063079834	18.747600555419922	18.215044021606445	Homo sapiens	1:Experimental evidence at protein level	609	1	0.998589371003249	17.9665851168592	0.957996906954064	0.349034227276637	0.939518626128172	-5.50194276270158	0.457131982815857	0.0270946055107693	sp|P12956|XRCC6_HUMAN	P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6		+	
15.798495292663574	15.768057823181152	17.232999801635742	16.69809341430664	13.779413223266602	15.799421310424805	17.80773162841797	17.424028396606445	16.04837989807129	16.07341194152832	17.969566345214844	18.088298797607422	19.101726531982422	18.558177947998047	19.181211471557617	19.0151309967041	18.029199600219727	17.552762985229492	Homo sapiens	1:Experimental evidence at protein level	732	0	1.19543431089566	17.1792066874897	1.55733209852932	0.134430855055233	0.747062182476219	-4.82371536563399	0.871501039003325	0.126643247739693	sp|P13010|XRCC5_HUMAN	P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5		+	
16.96427345275879	16.04083251953125	16.682422637939453	16.62019157409668	15.200740814208984	16.656888961791992	16.992950439453125	16.63867950439453	14.623520851135254	15.03831672668457	16.905132293701172	16.679136276245117	17.384597778320312	17.363908767700195	17.39706039428711	17.445730209350586	16.837493896484375	16.590322494506836	Homo sapiens	1:Experimental evidence at protein level	461	1	0.728415665743048	16.5600984443182	0.932498115536895	0.361745012085401	0.939518626128172	-5.52445305168552	0.4415974484293	0.0270946055107693	sp|P13489|RINI_HUMAN	P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor		+	
18.344514846801758	16.974624633789062	18.636072158813477	17.876441955566406	16.41617202758789	18.829788208007812	17.631656646728516	17.483409881591797	16.6546688079834	16.45589256286621	17.405202865600586	17.49418830871582	17.941495895385742	17.713359832763672	17.324769973754883	17.263029098510742	17.572790145874023	17.784677505493164	Homo sapiens	1:Experimental evidence at protein level	858	0	0.302270343339249	17.5673116252483	0.324596687611366	0.74871821023972	0.96486608584171	-5.88861432726359	0.125681603882182	0.0155329583823277	sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	Elongation factor 2		+	
21.596595764160156	19.598154067993164	21.242456436157227	21.77420425415039	19.323715209960938	22.14101791381836	19.78548240661621	18.726884841918945	19.810245513916016	19.61661720275879	19.212045669555664	19.554140090942383	20.206039428710938	20.81224822998047	19.93028450012207	20.636995315551758	19.056306838989258	18.97106170654297	Homo sapiens	1:Experimental evidence at protein level	584	0	0.421958450386054	20.1507850406806	0.314101172020476	0.75656315776417	0.96486608584171	-5.89187117628966	0.121154811297702	0.0155329583823277	sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10		+	
17.97775650024414	20.121152877807617	17.8973388671875	17.839876174926758	16.607616424560547	18.759464263916016	17.645967483520508	17.238290786743164	18.881555557250977	17.824146270751953	17.690589904785156	17.70726203918457	19.044403076171875	18.626169204711914	17.45530891418457	17.841089248657227	17.113218307495117	16.865188598632812	Homo sapiens	1:Experimental evidence at protein level	590	0	-1.28604769770784	17.9691689705786	-1.35070979480584	0.191256454818787	0.860088199185078	-5.0882329362768	0.7183838986848	0.0654570110176823	sp|P13647|K2C5_HUMAN	P13647	K2C5_HUMAN	KRT5	Keratin, type II cytoskeletal 5		+	
12.816851615905762	16.613975524902344	13.172266960144043	13.311997413635254	15.467005729675293	16.44651222229004	15.451419830322266	14.120065689086914	17.008859634399414	17.065902709960938	15.84244441986084	14.630245208740234	14.313827514648438	13.971782684326172	14.730473518371582	14.025947570800781	16.477249145507812	16.515169143676758	Homo sapiens	1:Experimental evidence at protein level	350	11	-2.39359887899752	15.1236364676955	-2.17222518507366	0.0415134331669671	0.701115760153221	-3.87766115133345	1.38181134891938	0.154210270413928	sp|P13995|MTDC_HUMAN	P13995	MTDC_HUMAN	MTHFD2	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial		+	
19.644733428955078	17.122966766357422	19.44461441040039	18.9566650390625	16.444011688232422	18.550745010375977	18.59358024597168	19.03369903564453	17.48807144165039	16.82088851928711	16.91208839416504	17.569231033325195	16.8053035736084	16.7613582611084	16.83679962158203	16.667558670043945	17.713682174682617	18.323097229003906	Homo sapiens	1:Experimental evidence at protein level	531	0	-0.0993357732030482	17.7967869456336	-0.0870453271412787	0.931465454313596	0.975087803413681	-5.93623386064525	0.0308332473476496	0.010956275766952	sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM		+	
15.359996795654297	16.970422744750977	18.022747039794922	18.68307113647461	15.462359428405762	16.96245765686035	15.202083587646484	17.650381088256836	14.467744827270508	16.390892028808594	16.70262908935547	16.93648910522461	16.958669662475586	17.37508773803711	16.502920150756836	14.372058868408203	16.64661979675293	17.705095291137695	Homo sapiens	1:Experimental evidence at protein level	803	3	-0.688800162208398	16.5995901294873	-0.578602198706758	0.569051348440919	0.948279453877348	-5.77781830221101	0.244848543203562	0.023063659083654	sp|P14625|ENPL_HUMAN	P14625	ENPL_HUMAN	HSP90B1	Endoplasmin		+	
13.298123359680176	13.790933609008789	13.222168922424316	12.214632987976074	12.287873268127441	11.87348461151123	17.3128662109375	17.008155822753906	16.81061553955078	16.612083435058594	16.77760887145996	16.676239013671875	17.4434814453125	17.436521530151367	16.659934997558594	17.29469108581543	16.80226707458496	16.50837516784668	Homo sapiens	1:Experimental evidence at protein level	589	6	0.186956203667899	15.4837978095193	0.159206065646283	0.875037541445079	0.968018240899942	-5.92756275249539	0.0579733141860387	0.0141164589647978	sp|P14866|HNRPL_HUMAN	P14866	HNRPL_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L		+	
17.612751007080078	16.108449935913086	16.308900833129883	17.63477897644043	15.743553161621094	16.676708221435547	16.781909942626953	16.55461311340332	14.918953895568848	16.019376754760742	16.225189208984375	15.737139701843262	17.76376724243164	17.504289627075195	16.7580509185791	16.66484832763672	17.04584503173828	13.903221130371094	Homo sapiens	1:Experimental evidence at protein level	501	2	0.363490684285985	16.4550031186248	0.355626034342476	0.725690780936963	0.96486608584171	-5.87836690533103	0.139248394093099	0.0155329583823277	sp|P14868|SYDC_HUMAN	P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic		+	
15.624591827392578	17.320674896240234	15.841073989868164	17.450565338134766	14.95570182800293	15.90939712524414	14.639060974121094	14.278769493103027	17.170196533203125	16.417709350585938	15.120369911193848	14.620548248291016	16.89687728881836	16.961490631103516	15.804756164550781	14.768144607543945	15.02485466003418	13.968195915222168	Homo sapiens	1:Experimental evidence at protein level	192	6	-0.870525612745844	15.7318194115695	-0.843252084250162	0.40865094241471	0.939518626128172	-5.59883573830378	0.388647495191195	0.0270946055107693	sp|P15153|RAC2_HUMAN	P15153	RAC2_HUMAN	RAC2	Ras-related C3 botulinum toxin substrate 2		+	
17.54835319519043	17.194856643676758	19.12076187133789	18.67253875732422	18.430465698242188	17.995044708251953	22.59465789794922	22.242780685424805	19.988466262817383	20.67402458190918	21.837800979614258	22.50864028930664	23.671939849853516	23.64678382873535	23.686981201171875	23.972822189331055	22.05498695373535	21.613235473632812	Homo sapiens	1:Experimental evidence at protein level	293	0	2.37071696954855	20.8978235358968	2.13373869102532	0.0448987770824671	0.701889985806215	-3.94289966942679	1.34776548780668	0.153730953826748	sp|P15880|RS2_HUMAN	P15880	RS2_HUMAN	RPS2	Small ribosomal subunit protein uS5		+	
16.65916633605957	17.034088134765625	16.750226974487305	13.604151725769043	15.302691459655762	15.982577323913574	17.362346649169922	17.002334594726562	16.435426712036133	16.234806060791016	18.284353256225586	17.120820999145508	16.95804786682129	14.004480361938477	17.087385177612305	15.845301628112793	17.051544189453125	17.30126953125	Homo sapiens	1:Experimental evidence at protein level	2871	1	-1.32953617801268	16.4471580187715	-1.58226732068685	0.12862949666341	0.741345529310353	-4.7897924195812	0.890659429784644	0.129979327112763	sp|P15924|DESP_HUMAN	P15924	DESP_HUMAN	DSP	Desmoplakin		+	
15.00993537902832	17.81865882873535	16.54264259338379	13.117325782775879	15.240486145019531	16.742942810058594	20.48455238342285	20.18570327758789	20.192842483520508	19.58919334411621	20.085922241210938	20.457813262939453	21.252208709716797	22.119731903076172	22.23284339904785	22.420909881591797	20.450162887573242	20.36258316040039	Homo sapiens	1:Experimental evidence at protein level	226	1	0.33144477475879	19.0357304961053	0.215687225235331	0.831326074503561	0.96486608584171	-5.9172405134974	0.0802285976583075	0.0155329583823277	sp|P16401|H15_HUMAN	P16401	H15_HUMAN	H1-5	Histone H1.5		+	
13.27026081085205	16.74454689025879	16.16001319885254	15.879039764404297	16.21636962890625	15.673515319824219	18.116872787475586	17.37266731262207	18.989959716796875	18.446462631225586	18.9412841796875	19.638050079345703	21.696849822998047	22.037065505981445	22.467920303344727	22.962722778320312	19.649810791015625	20.173677444458008	Homo sapiens	1:Experimental evidence at protein level	213	1	2.00556858998776	18.4990100251516	1.49592602104981	0.149646316308628	0.762424254594595	-4.90545831728514	0.824933969278359	0.117803296172142	sp|P16403|H12_HUMAN	P16403	H12_HUMAN	H1-2	Histone H1.2		+	
17.688440322875977	17.198490142822266	17.896095275878906	17.862783432006836	18.191112518310547	17.836198806762695	17.193132400512695	17.010278701782227	17.03302764892578	16.130657196044922	17.03812599182129	16.707738876342773	17.822185516357422	17.83624839782715	17.653820037841797	17.50953483581543	17.405000686645508	17.100217819213867	Homo sapiens	1:Experimental evidence at protein level	1042	0	0.760753076552785	17.4229014070472	0.780219296155312	0.444023387184376	0.939518626128172	-5.64717701052923	0.35259415453036	0.0270946055107693	sp|P16615|AT2A2_HUMAN	P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2		+	
13.968294143676758	13.664949417114258	12.461977005004883	12.142414093017578	13.036796569824219	12.819727897644043	18.116037368774414	17.793916702270508	17.39243507385254	16.376270294189453	18.033567428588867	17.759113311767578	19.361419677734375	19.330690383911133	19.471410751342773	19.795669555664062	17.983144760131836	17.757308959960938	Homo sapiens	1:Experimental evidence at protein level	372	6	1.80021581505269	16.4173279739544	1.18878572873075	0.247878402275428	0.932243879207929	-5.27362832794623	0.605761311801049	0.0304704593852102	sp|P16989|YBOX3_HUMAN	P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3		+	
17.44301414489746	16.162303924560547	16.577938079833984	15.822319030761719	13.330613136291504	15.636886596679688	18.311946868896484	17.68345069885254	17.165775299072266	17.3011474609375	17.6866512298584	17.49729347229004	18.1083984375	17.699920654296875	17.50273323059082	17.513813018798828	17.134517669677734	16.83478355407715	Homo sapiens	1:Experimental evidence at protein level	614	1	-0.345539800936947	16.940093290832	-0.498608656104636	0.623270777479515	0.952243407083487	-5.81928270753522	0.205323234855004	0.0212520255214906	sp|P17844|DDX5_HUMAN	P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5		+	
18.294065475463867	15.483980178833008	18.503816604614258	16.721811294555664	17.167865753173828	17.0286922454834	17.499269485473633	14.066457748413086	16.796321868896484	15.304577827453613	17.380910873413086	17.719284057617188	17.283809661865234	17.846961975097656	17.01352310180664	13.493551254272461	17.18250846862793	16.68177032470703	Homo sapiens	1:Experimental evidence at protein level	780	3	0.978034407449389	16.779023262738	0.762288149346258	0.454419745596524	0.939518626128172	-5.66028531366534	0.342542805780094	0.0270946055107693	sp|P17858|PFKAL_HUMAN	P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type		+	
16.58523178100586	17.252988815307617	17.08440399169922	18.846389770507812	18.01270294189453	18.378334045410156	16.819717407226562	16.547210693359375	16.407018661499023	16.364362716674805	16.545848846435547	16.521318435668945	17.884204864501953	17.911972045898438	17.19916343688965	17.142715454101562	17.334335327148438	16.952899932861328	Homo sapiens	1:Experimental evidence at protein level	556	0	0.553898696649028	17.2409586440289	0.517154481373925	0.610487458144256	0.952243407083487	-5.81020247529174	0.214323253774287	0.0212520255214906	sp|P17987|TCPA_HUMAN	P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha		+	
16.68335723876953	16.286781311035156	15.722164154052734	16.335914611816406	14.625751495361328	15.588311195373535	16.149852752685547	14.897568702697754	14.900056838989258	15.289484024047852	14.793682098388672	13.933479309082031	15.414594650268555	15.698493003845215	15.331039428710938	15.086955070495605	15.128101348876953	13.654535293579102	Homo sapiens	1:Experimental evidence at protein level	435	8	-0.712835342069653	15.3304482208479	-0.719849532046279	0.479604285631799	0.939518626128172	-5.69016268430346	0.319116944801867	0.0270946055107693	sp|P18031|PTN1_HUMAN	P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1		+	
14.014873504638672	15.157538414001465	17.687244415283203	17.009183883666992	15.258790016174316	12.813737869262695	21.43202781677246	20.664079666137695	19.153430938720703	19.342304229736328	20.186622619628906	20.894582748413086	21.289499282836914	21.238969802856445	21.137422561645508	21.156003952026367	19.92136573791504	20.104238510131836	Homo sapiens	1:Experimental evidence at protein level	110	1	1.82769416766503	18.7090815060973	1.17638865428279	0.252687156732675	0.932243879207929	-5.28698797034408	0.597416831296848	0.0304704593852102	sp|P18077|RL35A_HUMAN	P18077	RL35A_HUMAN	RPL35A	Large ribosomal subunit protein eL33		+	
18.387189865112305	19.177400588989258	19.512985229492188	19.200092315673828	19.46593475341797	18.373249053955078	23.47398567199707	23.257286071777344	20.359149932861328	21.20940399169922	21.699899673461914	22.282262802124023	23.730836868286133	23.27386474609375	23.532878875732422	24.000089645385742	21.64935874938965	21.186491012573242	Homo sapiens	1:Experimental evidence at protein level	248	0	1.32126045110255	21.2640264715683	1.35081949004034	0.191221868996689	0.860088199185078	-5.08810063041189	0.718462441340918	0.0654570110176823	sp|P18124|RL7_HUMAN	P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30		+	
12.834768295288086	13.277091979980469	12.848455429077148	12.672161102294922	12.533068656921387	12.297243118286133	18.038774490356445	17.677814483642578	16.284053802490234	16.617624282836914	17.309734344482422	17.396854400634766	17.228958129882812	17.406339645385742	16.990495681762695	17.227497100830078	16.78799057006836	16.400711059570312	Homo sapiens	1:Experimental evidence at protein level	2426	6	0.484905536079081	15.5821945102758	0.392622510235722	0.698580570213388	0.96486608584171	-5.8649436458099	0.15578349766553	0.0155329583823277	sp|P18583|SON_HUMAN	P18583	SON_HUMAN	SON	Protein SON		+	
17.073423385620117	17.145265579223633	17.99359703063965	17.992353439331055	17.102100372314453	17.195436477661133	22.240875244140625	21.50630760192871	19.66982650756836	19.743162155151367	20.72157096862793	21.50503921508789	22.359745025634766	22.65082359313965	22.746776580810547	23.28730010986328	20.75463104248047	19.482891082763672	Homo sapiens	1:Experimental evidence at protein level	184	0	1.96608380962738	19.9940144326919	1.86740535432901	0.0759578911696028	0.701889985806215	-4.37370170689205	1.1194271011509	0.153730953826748	sp|P18621|RL17_HUMAN	P18621	RL17_HUMAN	RPL17	Large ribosomal subunit protein uL22		+	
16.62846565246582	16.073577880859375	16.626724243164062	17.69005012512207	18.151634216308594	15.932171821594238	20.156482696533203	19.69219970703125	18.11960792541504	18.771183013916016	18.61933135986328	18.801025390625	21.02417755126953	20.973005294799805	22.979053497314453	23.389053344726562	19.370155334472656	19.0112361907959	Homo sapiens	1:Experimental evidence at protein level	710	0	2.53977853584511	18.9466680317914	2.54580960073925	0.0188704234427759	0.634120761225872	-3.21086802785554	1.72421835437679	0.197828027702123	sp|P19338|NUCL_HUMAN	P19338	NUCL_HUMAN	NCL	Nucleolin		+	
17.703107833862305	18.276968002319336	18.072668075561523	18.74388885498047	16.404010772705078	18.866113662719727	17.033475875854492	17.339860916137695	16.977977752685547	16.8601131439209	16.965614318847656	17.12846565246582	17.315292358398438	17.450824737548828	17.12139892578125	17.041065216064453	16.61029052734375	16.584230422973633	Homo sapiens	1:Experimental evidence at protein level	2647	0	-0.571631555360124	17.3931514980367	-0.526851393542427	0.603853596503374	0.949207180293717	-5.80532632987507	0.219068342732853	0.0226389852143434	sp|P21333|FLNA_HUMAN	P21333	FLNA_HUMAN	FLNA	Filamin-A		+	
12.472542762756348	17.01205062866211	13.571101188659668	13.55013370513916	15.184759140014648	12.216287612915039	16.453418731689453	16.484485626220703	16.530277252197266	16.85081672668457	14.38685417175293	13.596242904663086	16.23440933227539	15.753104209899902	17.584569931030273	17.071598052978516	16.185565948486328	13.358442306518555	Homo sapiens	1:Experimental evidence at protein level	280	7	-1.26223823470334	15.2205592512563	-1.39762715199042	0.176909653863173	0.836728749568219	-5.03083892391808	0.752248467230986	0.0774153086235508	sp|P21912|SDHB_HUMAN	P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial		+	
18.68225860595703	15.880926132202148	18.66423797607422	13.442347526550293	15.37743091583252	17.077512741088867	17.06331443786621	17.946928024291992	16.546751022338867	15.48975658416748	17.074316024780273	17.453943252563477	13.220772743225098	13.189875602722168	13.726038932800293	14.925121307373047	16.90859031677246	13.633106231689453	Homo sapiens	1:Experimental evidence at protein level	271	5	-1.56248229742115	15.9484879888147	-1.16014167337367	0.259094420117002	0.939518626128172	-5.30431246881315	0.58654193992228	0.0270946055107693	sp|P21964|COMT_HUMAN	P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase		+	
18.747211456298828	16.63304901123047	17.269689559936523	17.710615158081055	17.168500900268555	17.71238899230957	18.82086181640625	18.897462844848633	18.113840103149414	17.771697998046875	17.546127319335938	18.36614990234375	18.769500732421875	18.633691787719727	17.870853424072266	18.380762100219727	18.56934356689453	17.356168746948242	Homo sapiens	1:Experimental evidence at protein level	227	0	0.590131302009908	18.0213208722235	0.814613516394823	0.424494261412886	0.939518626128172	-5.62123404318983	0.372128176453158	0.0270946055107693	sp|P22061|PIMT_HUMAN	P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase		+	
17.24899673461914	18.81597900390625	17.084659576416016	17.489641189575195	17.995513916015625	16.4671573638916	19.079364776611328	18.990327835083008	18.835153579711914	18.923635482788086	18.17458152770996	18.33626937866211	20.212364196777344	19.794214248657227	20.413984298706055	20.857675552368164	18.588729858398438	16.602863311767578	Homo sapiens	1:Experimental evidence at protein level	321	0	0.133595736885297	18.5291342240955	0.201316949011519	0.842400408525086	0.96486608584171	-5.92016062671216	0.0744814312098592	0.0155329583823277	sp|P22087|FBRL_HUMAN	P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin		+	
16.984092712402344	15.96198558807373	16.129030227661133	16.44588851928711	16.601436614990234	17.427536010742188	16.89803695678711	15.142253875732422	14.83463191986084	15.215005874633789	16.141124725341797	15.13265323638916	16.188247680664062	16.946075439453125	13.54390811920166	14.423770904541016	16.990617752075195	16.656728744506836	Homo sapiens	1:Experimental evidence at protein level	1010	4	-0.251376973678198	16.0163842975185	-0.212375249668557	0.833875325833005	0.96486608584171	-5.91793129024346	0.0788988766407261	0.0155329583823277	sp|P22102|PUR2_HUMAN	P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3		+	
15.692230224609375	12.73136043548584	16.841577529907227	16.991912841796875	15.323259353637695	16.04616928100586	17.251117706298828	14.79598331451416	16.590402603149414	15.792417526245117	16.8951358795166	17.37867546081543	17.3301944732666	17.471256256103516	13.999896049499512	13.426170349121094	16.750568389892578	17.29574203491211	Homo sapiens	1:Experimental evidence at protein level	425	4	1.40443772911939	16.0421707610909	1.24467274396676	0.227051850838314	0.916300262330416	-5.21190875089479	0.643874953549006	0.0379621890994687	sp|P22234|PUR6_HUMAN	P22234	PUR6_HUMAN	PAICS	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase		+	
17.743789672851562	17.363529205322266	17.66779899597168	17.586685180664062	16.081802368164062	18.300579071044922	15.05577278137207	15.28851318359375	14.756566047668457	16.39897918701172	16.62965202331543	16.499319076538086	16.51601791381836	15.541388511657715	13.985966682434082	14.191621780395508	16.90821647644043	14.733053207397461	Homo sapiens	1:Experimental evidence at protein level	152	5	-1.59839432630242	16.2335390497587	-1.13973916870863	0.267310528398434	0.939518626128172	-5.32577076113644	0.572983935611976	0.0270946055107693	sp|P22392|NDKB_HUMAN	P22392	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B		+	
15.017318725585938	16.93354034423828	16.42174530029297	16.100000381469727	14.089256286621094	15.106221199035645	19.564329147338867	19.148941040039062	17.219219207763672	18.07295036315918	17.885652542114258	18.221418380737305	18.33936309814453	18.00875473022461	17.65937042236328	17.864139556884766	17.56812858581543	17.064733505249023	Homo sapiens	1:Experimental evidence at protein level	353	0	-0.813423385984422	17.1983367076744	-1.04901140268224	0.306172484077808	0.939518626128172	-5.41712485163492	0.51403384221429	0.0270946055107693	sp|P22626|ROA2_HUMAN	P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1		+	
16.578842163085938	17.63655662536621	16.74529266357422	16.00947380065918	16.149490356445312	18.124292373657227	16.321802139282227	16.70084571838379	14.57295036315918	16.399686813354492	15.742284774780273	16.022085189819336	16.132678985595703	15.226152420043945	14.63622760772705	13.755677223205566	16.68899154663086	16.675643920898438	Homo sapiens	1:Experimental evidence at protein level	453	3	-2.05657719746292	16.1589196586696	-1.82063008028049	0.083037419122132	0.701889985806215	-4.4453514535128	1.08072615754999	0.153730953826748	sp|P22695|QCR2_HUMAN	P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial		+	
13.044069290161133	16.071317672729492	13.909395217895508	13.004634857177734	12.955312728881836	12.282382011413574	14.663313865661621	14.342756271362305	14.236501693725586	16.26155662536621	14.33934211730957	14.181220054626465	14.845520973205566	14.783638000488281	13.514546394348145	14.557806015014648	15.01087760925293	14.194056510925293	Homo sapiens	1:Experimental evidence at protein level	817	16	-2.46638391544377	14.221488474671	-5.80753522529963	9.39065111957444E-06	0.00713689485087658	3.43656774519502	5.02730429401349	2.1464907017327	sp|P22735|TGM1_HUMAN	P22735	TGM1_HUMAN	TGM1	Protein-glutamine gamma-glutamyltransferase K		+	+
14.370131492614746	16.700084686279297	16.296171188354492	15.873393058776855	13.295470237731934	15.08258056640625	16.708072662353516	16.683612823486328	17.207910537719727	16.67586326599121	16.569339752197266	16.633560180664062	16.860530853271484	16.98253631591797	16.83956527709961	16.783775329589844	16.933008193969727	14.681455612182617	Homo sapiens	1:Experimental evidence at protein level	707	1	-0.759412142291929	16.1554005741676	-1.02461979937233	0.317275875582177	0.939518626128172	-5.44053449964443	0.498562948699614	0.0270946055107693	sp|P23246|SFPQ_HUMAN	P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich		+	
16.609146118164062	16.639238357543945	16.29759979248047	16.624706268310547	17.308879852294922	16.919923782348633	14.059761047363281	12.792787551879883	15.962607383728027	15.30506420135498	16.159610748291016	16.146385192871094	16.633033752441406	16.786800384521484	16.601675033569336	16.512304306030273	16.724437713623047	16.285524368286133	Homo sapiens	1:Experimental evidence at protein level	451	2	0.397527764214011	16.1653968254332	0.324727885730587	0.748620319659665	0.96486608584171	-5.88857294514371	0.12573838908868	0.0155329583823277	sp|P23258|TBG1_HUMAN	P23258	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain		+	
19.749855041503906	19.363086700439453	19.503875732421875	19.394237518310547	19.877685546875	19.60495948791504	20.870996475219727	20.352041244506836	18.980743408203125	19.270477294921875	19.850664138793945	20.430471420288086	21.754371643066406	21.272350311279297	20.940763473510742	21.43988037109375	19.9036922454834	19.854347229003906	Homo sapiens	1:Experimental evidence at protein level	243	0	0.844739385012925	20.1320311308679	1.11961194595914	0.275602580475172	0.939518626128172	-5.3466129901596	0.559716720433202	0.0270946055107693	sp|P23396|RS3_HUMAN	P23396	RS3_HUMAN	RPS3	Small ribosomal subunit protein uS3		+	
12.759339332580566	15.739519119262695	13.954239845275879	14.728109359741211	16.869508743286133	15.02269458770752	14.455158233642578	14.144438743591309	15.43791389465332	14.567138671875	14.427003860473633	14.185372352600098	15.617138862609863	14.072258949279785	16.1854248046875	15.982843399047852	15.075593948364258	14.04522705078125	Homo sapiens	1:Experimental evidence at protein level	1154	10	0.16375676103616	14.8663310636106	0.176140703234218	0.861881784678561	0.96486608584171	-5.92479323188953	0.0645522977280948	0.0155329583823277	sp|P23458|JAK1_HUMAN	P23458	JAK1_HUMAN	JAK1	Tyrosine-protein kinase JAK1		+	
16.936037063598633	21.162282943725586	20.226287841796875	17.525083541870117	18.19770050048828	15.741263389587402	21.93000030517578	21.203330993652344	21.002307891845703	20.343677520751953	20.99543571472168	21.242733001708984	22.120235443115234	22.15507698059082	22.55603790283203	22.294469833374023	20.413591384887695	20.64952278137207	Homo sapiens	1:Experimental evidence at protein level	126	0	-0.367370549203262	20.3172716033473	-0.344808540370144	0.733689765492091	0.96486608584171	-5.88204425974113	0.13448753901615	0.0155329583823277	sp|P23527|H2B1O_HUMAN	P23527	H2B1O_HUMAN	H2BC17	Histone H2B type 1-O		+	
20.392969131469727	17.298324584960938	20.150182723999023	19.974611282348633	16.457637786865234	20.45467185974121	18.838911056518555	19.515350341796875	17.771503448486328	16.73141860961914	17.8941650390625	18.517545700073242	19.348529815673828	19.182130813598633	17.288482666015625	17.56806182861328	18.323320388793945	19.682987213134766	Homo sapiens	1:Experimental evidence at protein level	166	0	0.904534427373779	18.660774964204	0.761859967939083	0.454669790586588	0.939518626128172	-5.66059482217687	0.342303900462568	0.0270946055107693	sp|P23528|COF1_HUMAN	P23528	COF1_HUMAN	CFL1	Cofilin-1		+	
13.947013854980469	14.524080276489258	14.031960487365723	14.688888549804688	11.704146385192871	11.5169038772583	14.01678466796875	14.427964210510254	14.347495079040527	15.7832670211792	16.144702911376953	16.08468246459961	16.34764862060547	16.419252395629883	15.902665138244629	15.705729484558105	16.984806060791016	16.337209701538086	Homo sapiens	1:Experimental evidence at protein level	611	8	-0.454492132397668	14.8983661539165	-0.503260897275959	0.62005238157459	0.952243407083487	-5.81703527070457	0.207571620069714	0.0212520255214906	sp|P23588|IF4B_HUMAN	P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B		+	
