Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TotalPeptides/Length	SpectralCount/Length	UniqueSpectralCount/Length	TotalSpectralCount/Length	CRC_1 Spectral Count	CRC_11 Spectral Count	CRC_13 Spectral Count	CRC_15 Spectral Count	CRC_16 Spectral Count	CRC_19 Spectral Count	CRC_2 Spectral Count	CRC_20 Spectral Count	CRC_21 Spectral Count	CRC_4 Spectral Count	CRC_5 Spectral Count	CRC_6 Spectral Count	CRC_8 Spectral Count	CRC_9 Spectral Count	Control_1 Spectral Count	Control_11 Spectral Count	Control_13 Spectral Count	Control_15 Spectral Count	Control_16 Spectral Count	Control_19 Spectral Count	Control_2 Spectral Count	Control_20 Spectral Count	Control_21 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Control_6 Spectral Count	Control_8 Spectral Count	Control_9 Spectral Count	CRC_1 Unique Spectral Count	CRC_11 Unique Spectral Count	CRC_13 Unique Spectral Count	CRC_15 Unique Spectral Count	CRC_16 Unique Spectral Count	CRC_19 Unique Spectral Count	CRC_2 Unique Spectral Count	CRC_20 Unique Spectral Count	CRC_21 Unique Spectral Count	CRC_4 Unique Spectral Count	CRC_5 Unique Spectral Count	CRC_6 Unique Spectral Count	CRC_8 Unique Spectral Count	CRC_9 Unique Spectral Count	Control_1 Unique Spectral Count	Control_11 Unique Spectral Count	Control_13 Unique Spectral Count	Control_15 Unique Spectral Count	Control_16 Unique Spectral Count	Control_19 Unique Spectral Count	Control_2 Unique Spectral Count	Control_20 Unique Spectral Count	Control_21 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Control_6 Unique Spectral Count	Control_8 Unique Spectral Count	Control_9 Unique Spectral Count	CRC_1 Total Spectral Count	CRC_11 Total Spectral Count	CRC_13 Total Spectral Count	CRC_15 Total Spectral Count	CRC_16 Total Spectral Count	CRC_19 Total Spectral Count	CRC_2 Total Spectral Count	CRC_20 Total Spectral Count	CRC_21 Total Spectral Count	CRC_4 Total Spectral Count	CRC_5 Total Spectral Count	CRC_6 Total Spectral Count	CRC_8 Total Spectral Count	CRC_9 Total Spectral Count	Control_1 Total Spectral Count	Control_11 Total Spectral Count	Control_13 Total Spectral Count	Control_15 Total Spectral Count	Control_16 Total Spectral Count	Control_19 Total Spectral Count	Control_2 Total Spectral Count	Control_20 Total Spectral Count	Control_21 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Control_6 Total Spectral Count	Control_8 Total Spectral Count	Control_9 Total Spectral Count	CRC_1 Intensity	CRC_11 Intensity	CRC_13 Intensity	CRC_15 Intensity	CRC_16 Intensity	CRC_19 Intensity	CRC_2 Intensity	CRC_20 Intensity	CRC_21 Intensity	CRC_4 Intensity	CRC_5 Intensity	CRC_6 Intensity	CRC_8 Intensity	CRC_9 Intensity	Control_1 Intensity	Control_11 Intensity	Control_13 Intensity	Control_15 Intensity	Control_16 Intensity	Control_19 Intensity	Control_2 Intensity	Control_20 Intensity	Control_21 Intensity	Control_4 Intensity	Control_5 Intensity	Control_6 Intensity	Control_8 Intensity	Control_9 Intensity	CRC_1 MaxLFQ Intensity	CRC_11 MaxLFQ Intensity	CRC_13 MaxLFQ Intensity	CRC_15 MaxLFQ Intensity	CRC_16 MaxLFQ Intensity	CRC_19 MaxLFQ Intensity	CRC_2 MaxLFQ Intensity	CRC_20 MaxLFQ Intensity	CRC_21 MaxLFQ Intensity	CRC_4 MaxLFQ Intensity	CRC_5 MaxLFQ Intensity	CRC_6 MaxLFQ Intensity	CRC_8 MaxLFQ Intensity	CRC_9 MaxLFQ Intensity	Control_1 MaxLFQ Intensity	Control_11 MaxLFQ Intensity	Control_13 MaxLFQ Intensity	Control_15 MaxLFQ Intensity	Control_16 MaxLFQ Intensity	Control_19 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_20 MaxLFQ Intensity	Control_21 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Control_6 MaxLFQ Intensity	Control_8 MaxLFQ Intensity	Control_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q13683|ITA7_HUMAN	Q13683	ITA7_HUMAN	ITGA7	1181	Homo sapiens	1:Experimental evidence at protein level	Integrin alpha-7	1.0	0.999	12	72	72	72	0.010160880609652836	0.06096528365791702	0.06096528365791702	0.06096528365791702	0	0	0	0	4	0	0	3	4	1	0	2	1	1	8	3	4	0	0	4	0	10	1	7	7	6	6	0	0	0	0	0	4	0	0	3	4	1	0	2	1	1	8	3	4	0	0	4	0	10	1	7	7	6	6	0	0	0	0	0	4	0	0	3	4	1	0	2	1	1	8	3	4	0	0	4	0	10	1	7	7	6	6	0	13811614.0	28170860.0	5423648.5	15711806.0	46393244.0	5294105.5	44105264.0	28490174.0	64697272.0	17437668.0	3005749.2	89072544.0	23269170.0	28268992.0	240909344.0	61011548.0	197855024.0	21349766.0	6406568.5	160717200.0	25785610.0	449108192.0	18433140.0	107714336.0	0.0	212617616.0	194396624.0	11338145.0	8494238.0	15205712.0	14866711.0	14667010.0	17645578.0	4942061.0	22589658.0	10665257.0	18806298.0	12349202.0	4236896.0	23561432.0	9340953.0	14035265.0	40815504.0	20017572.0	48197556.0	19930060.0	5980548.0	39968704.0	35031848.0	73625672.0	7599175.5	32491894.0	0.0	36926424.0	36145248.0	31078882.0	
sp|Q13724|MOGS_HUMAN	Q13724	MOGS_HUMAN	MOGS	837	Homo sapiens	1:Experimental evidence at protein level	Mannosyl-oligosaccharide glucosidase	1.0	0.999	6	28	28	28	0.007168458781362007	0.03345280764635603	0.03345280764635603	0.03345280764635603	2	0	2	1	3	2	0	3	0	1	1	0	2	0	0	0	1	1	3	0	0	0	4	1	0	0	0	1	2	0	2	1	3	2	0	3	0	1	1	0	2	0	0	0	1	1	3	0	0	0	4	1	0	0	0	1	2	0	2	1	3	2	0	3	0	1	1	0	2	0	0	0	1	1	3	0	0	0	4	1	0	0	0	1	32823380.0	39742608.0	52774800.0	61219504.0	40748640.0	56668344.0	3968485.8	56392376.0	26938582.0	45048592.0	76875552.0	4404899.5	43424664.0	33054758.0	24148816.0	32670292.0	2805710.2	48132316.0	57405452.0	4154476.8	13250620.0	3210731.8	40427092.0	29383338.0	0.0	2135310.2	0.0	28045488.0	21620072.0	14516604.0	21616624.0	22222578.0	15243142.0	19113868.0	13480010.0	18009246.0	14641182.0	17778580.0	22631250.0	14962405.0	19192100.0	19514330.0	12397649.0	13967770.0	9530336.0	21569522.0	18098140.0	14111778.0	9277834.0	10906099.0	16933856.0	13058537.0	0.0	7253145.5	0.0	16092950.0	
sp|Q13740|CD166_HUMAN	Q13740	CD166_HUMAN	ALCAM	583	Homo sapiens	1:Experimental evidence at protein level	CD166 antigen	1.0	0.9987	2	2	2	2	0.003430531732418525	0.003430531732418525	0.003430531732418525	0.003430531732418525	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	8455996.0	0.0	0.0	2632367.5	0.0	0.0	0.0	0.0	0.0	4922674.0	0.0	3272558.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8455996.0	0.0	0.0	2632367.5	0.0	0.0	0.0	0.0	0.0	4922674.0	0.0	3272558.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13751|LAMB3_HUMAN	Q13751	LAMB3_HUMAN	LAMB3	1172	Homo sapiens	1:Experimental evidence at protein level	Laminin subunit beta-3	1.0	0.999	2	3	3	3	0.0017064846416382253	0.002559726962457338	0.002559726962457338	0.002559726962457338	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4713204.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13813|SPTN1_HUMAN	Q13813	SPTN1_HUMAN	SPTAN1	2472	Homo sapiens	1:Experimental evidence at protein level	Spectrin alpha chain, non-erythrocytic 1	1.0	0.999	97	1272	1252	1272	0.03923948220064725	0.5145631067961165	0.5064724919093851	0.5145631067961165	43	69	58	65	75	51	43	59	32	43	52	36	60	19	39	53	44	40	77	33	21	31	73	34	21	28	49	24	43	68	57	64	74	51	42	59	30	42	52	35	59	18	38	52	43	39	77	32	21	31	73	34	20	27	48	23	43	69	58	65	75	51	43	59	32	43	52	36	60	19	39	53	44	40	77	33	21	31	73	34	21	28	49	24	1497133060.0	1960662020.0	1591505790.0	2223768320.0	1673064060.0	1002856260.0	1409307780.0	1718776580.0	995615870.0	1205596800.0	1630588030.0	1347625220.0	1856736900.0	978870590.0	1499690110.0	1726497790.0	1624960130.0	1896608900.0	2147351300.0	1171298050.0	695508670.0	1040073540.0	2080010750.0	1181386750.0	28108552.0	971957570.0	1765512190.0	947700350.0	66936004.0	79673528.0	69181752.0	88879112.0	79899056.0	47831700.0	78276096.0	70185680.0	51994096.0	52893708.0	67633464.0	71222032.0	76943520.0	48405696.0	73074400.0	77277176.0	82616880.0	85290208.0	91986000.0	64874356.0	48544292.0	59746420.0	81486976.0	62184676.0	25721344.0	53900108.0	85431848.0	59562304.0	
sp|Q13825|AUHM_HUMAN	Q13825	AUHM_HUMAN	AUH	339	Homo sapiens	1:Experimental evidence at protein level	Methylglutaconyl-CoA hydratase, mitochondrial	0.776	0.9956	1	2	2	2	0.0029498525073746312	0.0058997050147492625	0.0058997050147492625	0.0058997050147492625	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4379007.0	0.0	0.0	2921089.0	0.0	3611965.2	0.0	0.0	0.0	0.0	0.0	4613949.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4379007.0	0.0	0.0	2921089.0	0.0	3611965.2	0.0	0.0	0.0	0.0	0.0	4613949.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13838|DX39B_HUMAN	Q13838	DX39B_HUMAN	DDX39B	428	Homo sapiens	1:Experimental evidence at protein level	Spliceosome RNA helicase DDX39B	1.0	0.999	14	213	82	213	0.03271028037383177	0.4976635514018692	0.19158878504672897	0.4976635514018692	9	8	13	10	13	18	9	11	7	8	10	4	12	7	3	9	5	6	11	6	0	4	15	2	4	2	4	3	4	4	6	5	7	8	2	5	2	3	6	1	5	2	1	3	1	1	4	2	0	1	5	0	1	1	1	1	9	8	13	10	13	18	9	11	7	8	10	4	12	7	3	9	5	6	11	6	0	4	15	2	4	2	4	3	392854784.0	359015648.0	412868896.0	481821216.0	323831872.0	478675168.0	303697792.0	349231712.0	253714832.0	383187040.0	417531552.0	286980448.0	353536160.0	251852336.0	297448960.0	274383744.0	196688880.0	327060992.0	388829696.0	259993776.0	109642232.0	199752384.0	467808832.0	168908848.0	0.0	169924352.0	267722112.0	249433664.0	91026896.0	64199464.0	87123872.0	95645288.0	75530536.0	101636944.0	66239992.0	69970584.0	56740880.0	67881104.0	82255776.0	54203396.0	79162792.0	52223596.0	57386740.0	62535380.0	44236912.0	74988568.0	79088560.0	55237608.0	27539382.0	39041504.0	94279480.0	44414616.0	0.0	37740096.0	52515564.0	55591500.0	
sp|Q13884|SNTB1_HUMAN	Q13884	SNTB1_HUMAN	SNTB1	538	Homo sapiens	1:Experimental evidence at protein level	Beta-1-syntrophin	1.0	0.999	2	19	19	19	0.0037174721189591076	0.03531598513011153	0.03531598513011153	0.03531598513011153	1	1	1	2	1	2	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	2	1	2	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	2	1	2	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	10871407.0	69178688.0	14537257.0	22449992.0	47761084.0	36835176.0	19771076.0	9622607.0	38368820.0	14247959.0	18323228.0	12851042.0	13951286.0	12211875.0	10389935.0	2760702.8	0.0	19286798.0	9335172.0	8032797.0	13572828.0	14056406.0	17177908.0	12920302.0	0.0	11931211.0	7570289.5	32992778.0	10871407.0	58299368.0	12074127.0	19178408.0	47761084.0	36835176.0	19771076.0	8310145.5	38368820.0	12295548.0	18323228.0	12851042.0	13951286.0	12211875.0	10389935.0	2760702.8	0.0	19286798.0	9335172.0	8032797.0	13572828.0	14056406.0	14769410.0	12920302.0	0.0	11931211.0	7570289.5	32992778.0	
sp|Q13885|TBB2A_HUMAN	Q13885	TBB2A_HUMAN	TUBB2A	445	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta-2A chain	1.0	0.999	27	135	33	1595	0.060674157303370786	0.30337078651685395	0.07415730337078652	3.5842696629213484	4	2	3	1	9	1	5	4	4	4	4	3	5	3	7	4	7	2	4	7	3	8	7	9	7	7	7	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	49	62	76	50	87	61	50	61	60	70	54	51	64	47	60	61	60	34	52	66	40	53	64	56	55	54	64	34	142413968.0	140015040.0	80054952.0	86866272.0	250642080.0	50303592.0	342133152.0	187483920.0	267567056.0	190795168.0	124055624.0	296685440.0	90928984.0	170466512.0	476021856.0	257107360.0	400020576.0	227150304.0	150775456.0	439728640.0	188710176.0	374585632.0	230311904.0	494601664.0	0.0	257889264.0	578664190.0	288710144.0	47662192.0	48089564.0	28057742.0	31905340.0	75756816.0	19644202.0	105067288.0	57294976.0	87698160.0	70893936.0	42277008.0	102202384.0	30617238.0	60610204.0	161865424.0	87482648.0	135033264.0	59653944.0	56204608.0	145420208.0	65533600.0	130921928.0	70127704.0	155129024.0	0.0	93000944.0	163471824.0	105417512.0	
sp|Q13895|BYST_HUMAN	Q13895	BYST_HUMAN	BYSL	437	Homo sapiens	1:Experimental evidence at protein level	Bystin	0.9214	0.9987	1	2	2	2	0.002288329519450801	0.004576659038901602	0.004576659038901602	0.004576659038901602	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	4180300.2	0.0	0.0	0.0	0.0	5817567.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4180300.2	0.0	0.0	0.0	0.0	5817567.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13938|CAYP1_HUMAN	Q13938	CAYP1_HUMAN	CAPS	275	Homo sapiens	1:Experimental evidence at protein level	Calcyphosin	1.0	0.9989	2	3	3	3	0.007272727272727273	0.01090909090909091	0.01090909090909091	0.01090909090909091	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	14415728.0	10021358.0	0.0	0.0	0.0	0.0	2194413.2	0.0	2232585.5	20251188.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7174828.5	6016052.0	0.0	0.0	0.0	0.0	2473696.2	0.0	2516726.8	12893330.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13951|PEBB_HUMAN	Q13951	PEBB_HUMAN	CBFB	182	Homo sapiens	1:Experimental evidence at protein level	Core-binding factor subunit beta	1.0	0.999	1	4	4	4	0.005494505494505495	0.02197802197802198	0.02197802197802198	0.02197802197802198	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1754310.4	3904673.0	0.0	4134404.8	22728934.0	0.0	3902995.2	0.0	0.0	0.0	0.0	8903372.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1866725.5	4154882.0	0.0	4399335.0	10721742.0	0.0	4153096.8	0.0	0.0	0.0	0.0	7544488.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13976|KGP1_HUMAN	Q13976	KGP1_HUMAN	PRKG1	671	Homo sapiens	1:Experimental evidence at protein level	cGMP-dependent protein kinase 1	0.8714	0.9977	1	4	4	4	0.0014903129657228018	0.005961251862891207	0.005961251862891207	0.005961251862891207	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.0	3883382.5	7536538.5	8792680.0	8545410.0	0.0	0.0	4096743.8	0.0	4708565.0	3407066.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4809419.5	0.0	0.0	0.0	5706673.5	0.0	0.0	0.0	0.0	0.0	0.0	3883382.5	7536538.5	8792680.0	8545410.0	0.0	0.0	4096743.8	0.0	4708565.0	3407066.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4809419.5	0.0	0.0	0.0	5706673.5	0.0	0.0	0.0	0.0	0.0	
sp|Q14002|CEAM7_HUMAN	Q14002	CEAM7_HUMAN	CEACAM7	265	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule CEACAM7	0.6597	0.9921	1	1	1	1	0.0037735849056603774	0.0037735849056603774	0.0037735849056603774	0.0037735849056603774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21208582.0	0.0	0.0	0.0	0.0	6976029.0	0.0	0.0	0.0	8332562.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21208582.0	0.0	0.0	0.0	0.0	6976029.0	0.0	0.0	0.0	8332562.0	0.0	0.0	0.0	0.0	
sp|Q14005|IL16_HUMAN	Q14005	IL16_HUMAN	IL16	1332	Homo sapiens	1:Experimental evidence at protein level	Pro-interleukin-16	1.0	0.999	14	29	29	29	0.010510510510510511	0.02177177177177177	0.02177177177177177	0.02177177177177177	0	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	4858459.0	7002925.0	1373560.8	1881921.8	0.0	374725376.0	0.0	0.0	10613647.0	0.0	7424704.0	0.0	2124862.5	0.0	0.0	2335997.8	0.0	3284704.8	3188867.2	5676699.5	0.0	0.0	13520934.0	0.0	0.0	0.0	0.0	14233371.0	5023866.0	4666561.5	1420323.8	1177661.5	0.0	45985144.0	0.0	0.0	9694318.0	0.0	4867038.0	0.0	2197203.8	0.0	0.0	2415527.2	0.0	6103992.0	3297432.8	5184997.5	0.0	0.0	8987231.0	0.0	0.0	0.0	0.0	13000511.0	
sp|Q14008|CKAP5_HUMAN	Q14008	CKAP5_HUMAN	CKAP5	2032	Homo sapiens	1:Experimental evidence at protein level	Cytoskeleton-associated protein 5	0.8895	0.9981	1	4	4	4	0.0004921259842519685	0.001968503937007874	0.001968503937007874	0.001968503937007874	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3056693.2	4766456.0	3224004.0	4373090.0	0.0	2640242.5	0.0	2085455.5	0.0	0.0	0.0	0.0	2120037.8	0.0	0.0	0.0	0.0	2930467.2	1219593.2	0.0	0.0	0.0	4069712.0	0.0	0.0	0.0	0.0	0.0	3056693.2	4766456.0	3224004.0	4373090.0	0.0	2640242.5	0.0	2085455.5	0.0	0.0	0.0	0.0	2120037.8	0.0	0.0	0.0	0.0	2930467.2	1219593.2	0.0	0.0	0.0	4069712.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14011|CIRBP_HUMAN	Q14011	CIRBP_HUMAN	CIRBP	172	Homo sapiens	1:Experimental evidence at protein level	Cold-inducible RNA-binding protein	1.0	0.999	3	41	41	41	0.01744186046511628	0.23837209302325582	0.23837209302325582	0.23837209302325582	3	2	2	1	2	3	1	1	2	2	2	2	2	2	1	3	0	1	1	2	0	0	2	0	0	1	1	2	3	2	2	1	2	3	1	1	2	2	2	2	2	2	1	3	0	1	1	2	0	0	2	0	0	1	1	2	3	2	2	1	2	3	1	1	2	2	2	2	2	2	1	3	0	1	1	2	0	0	2	0	0	1	1	2	72745880.0	69610552.0	38732868.0	35020436.0	49086140.0	78389400.0	46319928.0	32760302.0	41472564.0	54333956.0	72508048.0	73175504.0	56647424.0	55514540.0	52131656.0	73501520.0	29933328.0	64890200.0	69888440.0	42429020.0	0.0	55144596.0	66268164.0	9646304.0	0.0	39565468.0	53968308.0	56885912.0	35868136.0	33950852.0	18630576.0	21161788.0	23778192.0	37904140.0	28295914.0	16118732.0	24808316.0	25750422.0	35848680.0	35720308.0	27272842.0	26406384.0	25695146.0	35770128.0	23486042.0	30685830.0	33925672.0	20941888.0	0.0	26925472.0	32236980.0	14472157.0	0.0	24055184.0	26268220.0	34287332.0	
sp|Q14019|COTL1_HUMAN	Q14019	COTL1_HUMAN	COTL1	142	Homo sapiens	1:Experimental evidence at protein level	Coactosin-like protein	1.0	0.999	9	95	95	95	0.06338028169014084	0.6690140845070423	0.6690140845070423	0.6690140845070423	2	3	3	2	5	15	4	5	5	5	4	4	4	2	2	5	3	1	3	3	2	1	6	1	1	2	2	0	2	3	3	2	5	15	4	5	5	5	4	4	4	2	2	5	3	1	3	3	2	1	6	1	1	2	2	0	2	3	3	2	5	15	4	5	5	5	4	4	4	2	2	5	3	1	3	3	2	1	6	1	1	2	2	0	84168720.0	103480232.0	66716096.0	36509916.0	44700828.0	609569600.0	95737408.0	69956856.0	153688720.0	104665880.0	99081120.0	118905232.0	78346096.0	66868600.0	63100884.0	109718256.0	90835336.0	69836344.0	50747944.0	159190784.0	40393192.0	73133672.0	116673528.0	68813872.0	0.0	99508888.0	37220936.0	32295836.0	19941930.0	25195680.0	17428810.0	9531587.0	15200067.0	130743040.0	24729864.0	16632713.0	38789048.0	30192384.0	29725808.0	31338502.0	17256158.0	17405384.0	20322858.0	27987370.0	26329144.0	19702102.0	18355076.0	33413446.0	17939802.0	21255160.0	37217280.0	17811336.0	0.0	29712574.0	17148572.0	14611738.0	
sp|Q14103|HNRPD_HUMAN	Q14103	HNRPD_HUMAN	HNRNPD	355	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein D0	1.0	0.999	17	247	185	247	0.04788732394366197	0.6957746478873239	0.5211267605633803	0.6957746478873239	12	12	16	16	11	16	7	6	12	13	14	6	13	8	8	7	4	4	11	7	3	5	14	5	3	3	8	3	10	9	12	12	8	13	5	4	10	9	10	4	10	5	7	6	4	3	10	4	1	3	13	3	2	1	6	1	12	12	16	16	11	16	7	6	12	13	14	6	13	8	8	7	4	4	11	7	3	5	14	5	3	3	8	3	431337792.0	417186560.0	486391296.0	626454910.0	422961472.0	670348480.0	243646544.0	342661536.0	317895264.0	363644096.0	511491392.0	261134960.0	429389024.0	304737952.0	289878336.0	398107776.0	263257728.0	283915392.0	366811136.0	247182032.0	118878208.0	194244032.0	530234560.0	220711056.0	0.0	161515008.0	257647744.0	224985520.0	169054624.0	159550080.0	175373968.0	210647408.0	156771712.0	291086816.0	112425928.0	89956840.0	145321648.0	156635472.0	162443360.0	121791584.0	146996896.0	125695376.0	134043288.0	144543744.0	123644208.0	101334992.0	127452488.0	110301864.0	66152956.0	88782768.0	205424432.0	105504608.0	0.0	87167008.0	117047072.0	98077824.0	
sp|Q14108|SCRB2_HUMAN	Q14108	SCRB2_HUMAN	SCARB2	478	Homo sapiens	1:Experimental evidence at protein level	Lysosome membrane protein 2	1.0	0.999	6	78	78	78	0.012552301255230125	0.16317991631799164	0.16317991631799164	0.16317991631799164	2	1	4	2	3	3	2	5	3	2	6	3	7	4	4	4	1	2	6	2	0	1	5	2	1	1	1	1	2	1	4	2	3	3	2	5	3	2	6	3	7	4	4	4	1	2	6	2	0	1	5	2	1	1	1	1	2	1	4	2	3	3	2	5	3	2	6	3	7	4	4	4	1	2	6	2	0	1	5	2	1	1	1	1	66783376.0	64245016.0	89237256.0	42355444.0	44381512.0	39367068.0	45285448.0	54649752.0	56095808.0	39521704.0	107528664.0	44664736.0	89292000.0	73699488.0	54420760.0	59826052.0	45383832.0	59471436.0	72449904.0	44994188.0	16049555.0	50968328.0	89442784.0	27354974.0	0.0	16336752.0	41569368.0	60065304.0	33447634.0	22348468.0	31258994.0	20786176.0	18278492.0	16395692.0	24485410.0	21858858.0	24675328.0	21814186.0	37894696.0	24185154.0	32527356.0	27714978.0	29021990.0	21941822.0	24693222.0	28481026.0	31147270.0	24260392.0	16049555.0	23275764.0	31681960.0	20403890.0	0.0	16336752.0	23198410.0	32817836.0	
