C_01	C_02	C_03	C_04	C_05	C_06	C_07	C_08	T_01	T_02	T_03	T_04	T_05	T_06	T_07	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	C_vs_T_logFC	C_vs_T_AveExpr	C_vs_T_t	C_vs_T_P.Value	C_vs_T_adj.P.Val	C_vs_T_B	C_vs_T_-log(P.Value)	C_vs_T_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	C_vs_T_Valid	C_vs_T_Significant
25.804933547973633	25.13836669921875	26.07206153869629	25.04580307006836	27.44034767150879	26.443288803100586	25.753999710083008	24.568115234375	25.408723831176758	26.865488052368164	26.143983840942383	24.234737396240234	24.694862365722656	25.002832412719727	24.579994201660156	Homo sapiens	1:Experimental evidence at protein level	117	0	-0.415858229267375	25.546336958093	-0.924574173376464	0.366227914797488	0.55703046166713	-5.73580066673018	0.436248555773075	0.254121054427332	sp|P01699|LV144_HUMAN	P01699	LV144_HUMAN	IGLV1-44	Immunoglobulin lambda variable 1-44		+	
26.78349494934082	25.004697799682617	26.00112533569336	26.1556339263916	26.93541145324707	26.544572830200195	26.270795822143555	25.499319076538086	25.770822525024414	26.273895263671875	25.649192810058594	24.99397087097168	24.53830337524414	24.903440475463867	24.358478546142578	Homo sapiens	1:Experimental evidence at protein level	117	0	-0.853435135150288	25.7133765794662	-2.1807277108042	0.0413385029754986	0.168293217388785	-4.02545182449902	1.38364525487981	0.773933386757279	sp|P01700|LV147_HUMAN	P01700	LV147_HUMAN	IGLV1-47	Immunoglobulin lambda variable 1-47		+	
23.694873809814453	25.338642120361328	25.18742561340332	24.768131256103516	25.385652542114258	25.283246994018555	25.014816284179688	24.737659454345703	21.114334106445312	25.71697998046875	24.527517318725586	23.9237060546875	21.767057418823242	24.034751892089844	24.064716339111328	Homo sapiens	1:Experimental evidence at protein level	117	3	-1.24876092277604	24.3169095140784	-1.89777115933212	0.0722816310232076	0.222588636819875	-4.50011204917641	1.14097205621643	0.652497010227674	sp|P01701|LV151_HUMAN	P01701	LV151_HUMAN	IGLV1-51	Immunoglobulin lambda variable 1-51		+	
24.821388244628906	25.39413070678711	25.217388153076172	24.570964813232422	25.291343688964844	25.451828002929688	25.2918701171875	24.751781463623047	21.775224685668945	26.595720291137695	24.6810359954834	23.743288040161133	22.745159149169922	24.33255958557129	21.691783905029297	Homo sapiens	1:Experimental evidence at protein level	118	2	-1.39512321721658	24.4199891165463	-2.57104807553246	0.0182470201714145	0.114446857965586	-3.30951528552341	1.73880804785267	0.941396125985851	sp|P01703|LV140_HUMAN	P01703	LV140_HUMAN	IGLV1-40	Immunoglobulin lambda variable 1-40		+	
25.297929763793945	25.006685256958008	25.24538803100586	25.200620651245117	26.986791610717773	26.157615661621094	25.88953399658203	21.98846435546875	24.03916358947754	26.33077621459961	25.458309173583984	24.23631477355957	24.130695343017578	24.126192092895508	22.275371551513672	Homo sapiens	1:Experimental evidence at protein level	112	2	-0.764973077330158	24.8038613828173	-1.72591034319632	0.0998075051843238	0.259759017267191	-4.76652593948964	1.0008368000194	0.585429367422722	sp|P01714|LV319_HUMAN	P01714	LV319_HUMAN	IGLV3-19	Immunoglobulin lambda variable 3-19		+	
25.67182731628418	26.045650482177734	26.451175689697266	26.336668014526367	27.238908767700195	26.84440803527832	26.461246490478516	25.005611419677734	24.8684024810791	27.05405616760254	26.056087493896484	25.34199333190918	24.4608211517334	25.024919509887695	24.730144500732422	Homo sapiens	1:Experimental evidence at protein level	112	0	-0.804888819192133	25.8400455458399	-1.91046380624497	0.0705422825853421	0.219671143138565	-4.47974455567052	1.15155049167477	0.658226989956145	sp|P01717|LV325_HUMAN	P01717	LV325_HUMAN	IGLV3-25	Immunoglobulin lambda variable 3-25		+	
25.66746711730957	24.805931091308594	22.9090633392334	24.703542709350586	24.304553985595703	23.881731033325195	24.701923370361328	24.273527145385742	24.07268714904785	24.471446990966797	22.8563175201416	22.796350479125977	21.685895919799805	24.54375457763672	21.56715965270996	Homo sapiens	1:Experimental evidence at protein level	117	5	-1.2096969746867	23.8179865673395	-2.30534691706338	0.0320103422653142	0.148526497544246	-3.80384036869081	1.4947096822088	0.828196060079545	sp|P01742|HV169_HUMAN	P01742	HV169_HUMAN	IGHV1-69	Immunoglobulin heavy variable 1-69		+	
24.732316970825195	24.737266540527344	23.289609909057617	21.998077392578125	23.94745635986328	24.196826934814453	24.31158447265625	23.648122787475586	21.89458656311035	22.29570198059082	22.13556671142578	21.73023223876953	21.82836151123047	23.235448837280273	22.847200393676758	Homo sapiens	1:Experimental evidence at protein level	117	7	-1.49768005284749	23.1361959068823	-2.69264004444992	0.0140150268734363	0.102212726011827	-3.07465506425523	1.85340606515493	0.990495028930866	sp|P01743|HV146_HUMAN	P01743	HV146_HUMAN	IGHV1-46	Immunoglobulin heavy variable 1-46		+	
27.72638702392578	27.260982513427734	27.690258026123047	27.407691955566406	28.11855697631836	28.031009674072266	28.303264617919922	27.182119369506836	26.107112884521484	28.550674438476562	27.065534591674805	26.14248275756836	25.613473892211914	26.014650344848633	26.24351692199707	Homo sapiens	1:Experimental evidence at protein level	117	0	-1.08904210320764	27.1716756391449	-2.19594951789818	0.0400790031485212	0.167033044708952	-3.99876698357622	1.3970830888494	0.77719760241473	sp|P01768|HV330_HUMAN	P01768	HV330_HUMAN	IGHV3-30	Immunoglobulin heavy variable 3-30	sp|P0DP03|HVC05_HUMAN	+	
25.797128677368164	25.598291397094727	25.837862014770508	25.581594467163086	26.529125213623047	26.55044174194336	25.780353546142578	25.35576820373535	23.993581771850586	26.597087860107422	25.398269653320312	24.60146141052246	23.084636688232422	24.66228675842285	24.40904998779297	Homo sapiens	1:Experimental evidence at protein level	117	0	-1.1147246943151	25.3252334781678	-2.23858374369684	0.0367355325004021	0.158724117511511	-3.92344814102819	1.43491366045251	0.799357078876049	sp|P01780|HV307_HUMAN	P01780	HV307_HUMAN	IGHV3-7	Immunoglobulin heavy variable 3-7		+	
27.33838653564453	26.989639282226562	26.651180267333984	26.93109703063965	27.722537994384766	27.734264373779297	27.567235946655273	26.475873947143555	26.13099479675293	27.925508499145508	26.345478057861328	25.607553482055664	25.19083595275879	26.073484420776367	26.036664962768555	Homo sapiens	1:Experimental evidence at protein level	118	0	-0.89489706177827	26.7228341493993	-1.85900559057342	0.0778298438859654	0.232181467054771	-4.56174400247804	1.1088538406746	0.634172449012034	sp|P01782|HV309_HUMAN	P01782	HV309_HUMAN	IGHV3-9	Immunoglobulin heavy variable 3-9		+	
27.230968475341797	25.53877830505371	27.507795333862305	26.84548568725586	26.114992141723633	27.586889266967773	27.0616512298584	24.929363250732422	28.263463973999023	27.360445022583008	27.244909286499023	28.052520751953125	23.752668380737305	27.36433982849121	26.390480041503906	Homo sapiens	1:Experimental evidence at protein level	764	0	0.416690961585715	26.751183028204	0.712988078034228	0.484103786692416	0.654942241904755	-5.90370419653198	0.315061520265144	0.183796997913672	sp|P01833|PIGR_HUMAN	P01833	PIGR_HUMAN	PIGR	Polymeric immunoglobulin receptor		+	
31.847360610961914	30.861309051513672	31.709442138671875	31.928955078125	32.977928161621094	32.51678466796875	32.560298919677734	31.10293197631836	31.404151916503906	32.44361114501953	31.521076202392578	31.04625701904297	30.364212036132812	30.78592300415039	30.59931755065918	Homo sapiens	1:Experimental evidence at protein level	107	0	-0.663136320518188	31.5826715672402	-1.31708163679353	0.202728273356394	0.390756504223849	-5.32223050724435	0.693085678507837	0.408093784326006	sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	IGKC	Immunoglobulin kappa constant		+	
31.10550308227539	29.943151473999023	30.27336883544922	30.757308959960938	31.63241958618164	31.508710861206055	31.309341430664062	30.15876579284668	30.14189338684082	31.699785232543945	29.8077449798584	29.747535705566406	29.238733291625977	30.061532974243164	29.686115264892578	Homo sapiens	1:Experimental evidence at protein level	395	0	-0.675911946505767	30.4783770947305	-1.31961043647892	0.201897627391211	0.390756504223849	-5.31916391866862	0.694868784656952	0.408093784326006	sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	IGHG2	Immunoglobulin heavy constant gamma 2		+	
28.001848220825195	27.327001571655273	28.3908748626709	28.935016632080078	29.526973724365234	29.514123916625977	28.703033447265625	26.550369262695312	27.947956085205078	28.720735549926758	28.415925979614258	27.997453689575195	27.095458984375	27.811368942260742	26.81426429748535	Homo sapiens	1:Experimental evidence at protein level	446	0	-0.439550975184154	28.1110613169078	-1.18002841989421	0.251857978240518	0.443499912080277	-5.4809718007931	0.598844287208685	0.353106461927079	sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	IGHG3	Immunoglobulin heavy constant gamma 3		+	
28.6970157623291	26.07991600036621	28.317245483398438	29.84717559814453	30.70539665222168	28.00623893737793	29.356489181518555	27.438234329223633	28.37846565246582	27.135011672973633	27.701326370239258	29.267995834350586	28.359912872314453	26.466297149658203	28.02476692199707	Homo sapiens	1:Experimental evidence at protein level	396	0	-0.537621822937442	28.253348879046	-0.915327606407044	0.370942944977447	0.561108922069258	-5.74397646661999	0.43069288441993	0.250952825620835	sp|P01861|IGHG4_HUMAN	P01861	IGHG4_HUMAN	IGHG4	Immunoglobulin heavy constant gamma 4		+	
27.98858642578125	27.7357177734375	28.396747589111328	28.46295166015625	29.262479782104492	29.697330474853516	28.43783187866211	27.415884017944336	26.713130950927734	29.006929397583008	27.723979949951172	27.11219024658203	26.311552047729492	27.68037986755371	26.129596710205078	Homo sapiens	1:Experimental evidence at protein level	474	0	-1.0969759075895	27.8697964366368	-2.59067994680347	0.0174905085314824	0.111719009203752	-3.27193364181583	1.75719756335117	0.951872924557598	sp|P01871|IGHM_HUMAN	P01871	IGHM_HUMAN	IGHM	Immunoglobulin heavy constant mu		+	
30.533954620361328	29.69730567932129	30.536334991455078	31.309900283813477	31.278352737426758	30.873071670532227	31.42401885986328	29.469694137573242	29.03251838684082	31.314775466918945	29.81789779663086	30.04412841796875	28.941909790039062	29.145851135253906	28.96221923828125	Homo sapiens	1:Experimental evidence at protein level	398	0	-0.928622879046348	30.1605087333407	-1.98660876808779	0.0608637252430895	0.207572661598603	-4.35565988096847	1.2156414696084	0.682829845904018	sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	Immunoglobulin heavy constant alpha 1		+	
23.243709564208984	22.61262321472168	24.437387466430664	25.24757957458496	25.657732009887695	25.36367416381836	25.90744972229004	21.97847557067871	25.49403190612793	23.31651496887207	24.736616134643555	24.84146499633789	25.177480697631836	24.700969696044922	23.481096267700195	Homo sapiens	1:Experimental evidence at protein level	362	3	0.322748053886414	24.4004140881101	0.713903373700502	0.483549855742597	0.654691833671327	-5.90306574568602	0.315558741937424	0.183963076236396	sp|P01889|HLAB_HUMAN	P01889	HLAB_HUMAN	HLA-B	HLA class I histocompatibility antigen, B alpha chain		+	
23.222869873046875	23.3006534576416	21.88129234313965	24.539968490600586	24.88829803466797	24.461421966552734	25.542774200439453	22.444759368896484	25.063997268676758	22.393882751464844	24.991676330566406	24.228252410888672	24.41305160522461	22.05695915222168	24.033170700073242	Homo sapiens	1:Experimental evidence at protein level	254	6	0.194526858259547	23.8342682433146	0.324015580784461	0.749296025114636	0.8553057521405	-6.10295333922006	0.125346571252638	0.0678786072243814	sp|P01903|DRA_HUMAN	P01903	DRA_HUMAN	HLA-DRA	HLA class II histocompatibility antigen, DR alpha chain		+	
30.432493209838867	28.11577606201172	28.650442123413086	29.509471893310547	28.1207275390625	29.328529357910156	30.67104148864746	29.973068237304688	25.420040130615234	27.127059936523438	25.767379760742188	28.287662506103516	25.449729919433594	26.326078414916992	22.333297729492188	Homo sapiens	1:Experimental evidence at protein level	147	1	-3.50556404504974	27.6894573041187	-5.84849195977033	1.0184097122356E-05	0.0113292800124843	3.54377893743583	4.99207746761224	1.94579768912519	sp|P02042|HBD_HUMAN	P02042	HBD_HUMAN	HBD	Hemoglobin subunit delta		+	+
24.20586585998535	24.781742095947266	25.94120979309082	26.413684844970703	26.394739151000977	26.706823348999023	25.741207122802734	24.285791397094727	24.29656219482422	26.989238739013672	26.55486488342285	25.68990135192871	24.619970321655273	25.698835372924805	25.445518493652344	Homo sapiens	1:Experimental evidence at protein level	1464	0	0.151779791886259	25.5864577299027	0.306356822885572	0.762504816450399	0.862680023004689	-6.10851111696862	0.117757408700883	0.0641502587597099	sp|P02452|CO1A1_HUMAN	P02452	CO1A1_HUMAN	COL1A1	Collagen alpha-1(I) chain		+	
23.15052032470703	22.304277420043945	22.88778305053711	24.586097717285156	23.364328384399414	22.563671112060547	23.05936622619629	21.640432357788086	23.054977416992188	24.61345100402832	24.58133888244629	22.81222152709961	21.87523078918457	24.18966293334961	24.293031692504883	Homo sapiens	1:Experimental evidence at protein level	1466	6	0.788469692287347	23.2743686949609	1.41686233072173	0.171938475901412	0.35653130224884	-5.19756622357869	0.764626927257761	0.447902334543802	sp|P02461|CO3A1_HUMAN	P02461	CO3A1_HUMAN	COL3A1	Collagen alpha-1(III) chain		+	
25.611356735229492	25.180042266845703	25.524831771850586	25.11090660095215	25.535293579101562	24.888959884643555	23.59223747253418	24.678321838378906	21.623159408569336	24.358932495117188	22.12056541442871	24.153093338012695	22.636030197143555	22.527917861938477	22.57891845703125	Homo sapiens	1:Experimental evidence at protein level	175	2	-2.08559614087	24.0140715918689	-4.09885271622214	0.000559998021489222	0.0254870894395736	-0.137190047361301	3.25181350738278	1.59367975701817	sp|P02511|CRYAB_HUMAN	P02511	CRYAB_HUMAN	CRYAB	Alpha-crystallin B chain		+	+
24.997426986694336	25.952960968017578	26.25456428527832	24.721586227416992	24.85716438293457	25.914213180541992	27.2900390625	25.77018165588379	26.49614715576172	26.514476776123047	24.306379318237305	26.92581558227539	25.872344970703125	26.224769592285156	26.1230411529541	Homo sapiens	1:Experimental evidence at protein level	472	0	0.426882820657621	25.8963175852816	0.736431975448207	0.470032974093015	0.645224774863593	-5.88710690373988	0.32787167405509	0.190288965244675	sp|P02533|K1C14_HUMAN	P02533	K1C14_HUMAN	KRT14	Keratin, type I cytoskeletal 14		+	
25.204181671142578	25.578765869140625	26.361515045166016	24.54313850402832	24.65654945373535	25.682247161865234	27.447351455688477	25.655738830566406	25.073230743408203	26.759279251098633	24.364660263061523	26.92729949951172	25.89495086669922	25.679048538208008	26.10417938232422	Homo sapiens	1:Experimental evidence at protein level	564	0	0.270304480776534	25.7439073468214	0.449822892230429	0.657683768599015	0.785591311751851	-6.05448296230215	0.181982876241499	0.104803328274943	sp|P02538|K2C6A_HUMAN	P02538	K2C6A_HUMAN	KRT6A	Keratin, type II cytoskeletal 6A		+	
25.948328018188477	26.113826751708984	26.659290313720703	27.672496795654297	27.706642150878906	27.65686798095703	27.601024627685547	25.232646942138672	27.362642288208008	25.54155731201172	27.049957275390625	27.921377182006836	27.002931594848633	26.438220977783203	25.520709991455078	Homo sapiens	1:Experimental evidence at protein level	664	0	-0.0461158116986908	26.7551925945961	-0.123282096410588	0.903116316018999	0.944626671145387	-6.1478744868551	0.0442563115336412	0.0247397964602041	sp|P02545|LMNA_HUMAN	P02545	LMNA_HUMAN	LMNA	Prelamin-A/C		+	
25.581188201904297	24.455902099609375	24.709232330322266	24.592041015625	23.240873336791992	24.56743812561035	25.62963104248047	24.954368591308594	22.467069625854492	22.615877151489258	21.509042739868164	23.227218627929688	22.139341354370117	21.952428817749023	21.88880729675293	Homo sapiens	1:Experimental evidence at protein level	2419	3	-2.3962926820809	23.5783417264786	-4.79568416528992	0.000110584892404143	0.0174349965404478	1.35837132818478	3.95630420027971	1.7585781344632	sp|P02549|SPTA1_HUMAN	P02549	SPTA1_HUMAN	SPTA1	Spectrin alpha chain, erythrocytic 1		+	+
28.994905471801758	27.94913101196289	28.66598892211914	30.07783317565918	29.512521743774414	28.767658233642578	29.885379791259766	28.136606216430664	25.77400779724121	29.178138732910156	27.79239845275879	28.752473831176758	27.008310317993164	26.941198348999023	26.680561065673828	Homo sapiens	1:Experimental evidence at protein level	267	0	-1.46251772930479	28.274469490913	-2.95454115521058	0.00784661874823501	0.0844105956249524	-2.55359299133419	2.10531744839245	1.07360303521524	sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	Apolipoprotein A-I		+	
24.639650344848633	24.999040603637695	24.615116119384766	25.38388442993164	25.997671127319336	25.07196807861328	25.319599151611328	24.200088500976562	21.196077346801758	25.316696166992188	24.38225746154785	24.024002075195312	23.79867172241211	22.148855209350586	22.7222957611084	Homo sapiens	1:Experimental evidence at protein level	317	3	-1.58289903667097	24.2545682337351	-3.09036455249104	0.00577770246014894	0.0727334884167686	-2.2765060372756	2.23824482719287	1.13826558245714	sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	APOE	Apolipoprotein E		+	
27.430925369262695	26.821195602416992	26.68975257873535	27.027751922607422	26.8690185546875	26.41718292236328	27.85460090637207	26.479562759399414	25.129581451416016	27.048023223876953	26.638994216918945	26.23885154724121	24.206037521362305	25.746368408203125	25.7841854095459	Homo sapiens	1:Experimental evidence at protein level	100	0	-1.03303897378023	26.4356611645504	-1.99835995045287	0.0594803272781183	0.205804251303431	-4.33622653641148	1.22562665052853	0.686545658249237	sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	Apolipoprotein A-II		+	
25.150283813476562	24.652170181274414	23.198514938354492	26.660593032836914	24.300275802612305	24.659669876098633	25.472515106201172	24.3884220123291	22.85123634338379	24.344446182250977	21.76555061340332	24.964378356933594	22.504009246826172	23.353927612304688	21.439115524291992	Homo sapiens	1:Experimental evidence at protein level	99	4	-1.72334510353142	23.9773899186847	-3.29257984071638	0.00364393625175778	0.056546967308573	-1.85707669437397	2.43842922932582	1.24759068192279	sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	Apolipoprotein C-III		+	
28.835508346557617	28.72493553161621	28.52656364440918	29.162158966064453	29.23780632019043	29.032936096191406	30.070714950561523	28.06199836730957	27.23476219177246	29.07020378112793	27.633996963500977	27.543359756469727	27.078598022460938	27.083776473999023	27.7443790435791	Homo sapiens	1:Experimental evidence at protein level	866	0	-1.22666049657857	28.3452247309633	-2.46182831600736	0.0230488544325538	0.128653196911268	-3.51605454401984	1.63735065491572	0.890579417509039	sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	Fibrinogen alpha chain		+	
29.66930389404297	28.73680877685547	29.00550079345703	30.14835548400879	29.717056274414062	30.044710159301758	31.10860824584961	27.972007751464844	28.32771110534668	29.47507095336914	28.156221389770508	28.272918701171875	28.17667007446289	28.088722229003906	28.612552642822266	Homo sapiens	1:Experimental evidence at protein level	491	0	-0.991787333340842	29.0393181053593	-2.00618260719096	0.0585750403355303	0.205133030512527	-4.32324869226213	1.2322874036701	0.687964403920518	sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	Fibrinogen beta chain		+	
30.237152099609375	29.46255874633789	29.541255950927734	30.702159881591797	30.140764236450195	30.631080627441406	31.728580474853516	28.64960289001465	28.990386962890625	30.10908317565918	28.82279396057129	28.75218391418457	28.579431533813477	28.543134689331055	29.240392684936523	Homo sapiens	1:Experimental evidence at protein level	453	0	-1.01539057648195	29.6157343830184	-1.94472955921642	0.0660298720414955	0.214924680229922	-4.4243042565414	1.18025954434029	0.66771371074294	sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	Fibrinogen gamma chain		+	
26.833105087280273	25.226594924926758	25.890697479248047	26.144254684448242	24.055559158325195	26.654939651489258	27.02294158935547	25.913333892822266	24.52402114868164	24.955230712890625	23.32430648803711	24.670520782470703	21.595205307006836	23.848573684692383	21.69733238220215	Homo sapiens	1:Experimental evidence at protein level	911	1	-2.39774182692082	24.8234994214103	-4.25919696335951	0.000385033351927929	0.023900500724567	0.208227514065051	3.41450164989173	1.62159300032222	sp|P02730|B3AT_HUMAN	P02730	B3AT_HUMAN	SLC4A1	Band 3 anion transport protein		+	+
24.279308319091797	24.751434326171875	24.311580657958984	21.917043685913086	26.063011169433594	23.58403205871582	25.23287010192871	21.163330078125	21.329540252685547	24.704195022583008	24.214387893676758	22.260496139526367	23.977184295654297	21.833457946777344	22.20410919189453	Homo sapiens	1:Experimental evidence at protein level	224	6	-0.890728678929761	23.446600106635	-1.43499771424073	0.166768107592195	0.35155984676502	-5.17411394601267	0.777886999387908	0.454000733496444	sp|P02741|CRP_HUMAN	P02741	CRP_HUMAN	CRP	C-reactive protein		+	
26.677587509155273	25.88235092163086	26.487958908081055	27.026620864868164	27.13007926940918	26.537355422973633	26.93463897705078	25.393369674682617	24.053739547729492	25.871646881103516	25.81007957458496	26.418468475341797	24.299882888793945	24.34605598449707	24.721914291381836	Homo sapiens	1:Experimental evidence at protein level	223	0	-1.34483172803818	25.8407800774993	-3.14755962452198	0.00507444416270556	0.0675565271409205	-2.15864446061302	2.29461152194484	1.17033268417949	sp|P02743|SAMP_HUMAN	P02743	SAMP_HUMAN	APCS	Serum amyloid P-component		+	
25.048078536987305	24.89005470275879	25.69260025024414	26.242507934570312	26.919809341430664	26.626596450805664	26.498342514038086	24.464426040649414	22.075010299682617	25.94580078125	26.3786678314209	24.628551483154297	25.23842430114746	24.20656394958496	24.338115692138672	Homo sapiens	1:Experimental evidence at protein level	245	1	-1.01942821686382	25.2773392415133	-1.93396072365344	0.0674196566757068	0.216401248823471	-4.44179875112396	1.17121346338766	0.664740237301247	sp|P02745|C1QA_HUMAN	P02745	C1QA_HUMAN	C1QA	Complement C1q subcomponent subunit A		+	
25.652372360229492	24.843767166137695	25.363412857055664	25.762971878051758	26.896577835083008	26.458528518676758	26.394540786743164	24.612186431884766	24.222009658813477	25.340126037597656	26.0820369720459	24.64269256591797	25.483369827270508	24.702110290527344	24.459604263305664	Homo sapiens	1:Experimental evidence at protein level	253	0	-0.669109572102244	25.3932962993176	-1.75567581835823	0.0944750682166128	0.254615061851254	-4.72167047474539	1.02468278582441	0.594115909066468	sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	C1QB	Complement C1q subcomponent subunit B		+	
25.795228958129883	25.182098388671875	25.69476890563965	26.407968521118164	27.38617515563965	26.635831832885742	26.36851692199707	24.533382415771484	24.659513473510742	25.841354370117188	26.63799285888672	25.02776336669922	25.866304397583008	24.814308166503906	24.61408805847168	Homo sapiens	1:Experimental evidence at protein level	245	0	-0.558410471015911	25.6938107784216	-1.48100487369746	0.154214834238375	0.339617035698655	-5.11354849875945	0.811873848606693	0.469010533020671	sp|P02747|C1QC_HUMAN	P02747	C1QC_HUMAN	C1QC	Complement C1q subcomponent subunit C		+	
29.385112762451172	28.8606014251709	28.409942626953125	28.82948112487793	29.342416763305664	27.433979034423828	29.054738998413086	27.593595504760742	26.877582550048828	29.428226470947266	28.162626266479492	28.163005828857422	27.03313446044922	21.866662979125977	27.77574348449707	Homo sapiens	1:Experimental evidence at protein level	559	1	-1.45699990472887	27.8961906158975	-1.67290408509748	0.109943668218289	0.277246884917954	-4.8450142395931	0.958829777099371	0.557133324784008	sp|P02748|CO9_HUMAN	P02748	CO9_HUMAN	C9	Complement component C9		+	
28.571109771728516	27.618587493896484	27.43431854248047	28.61229133605957	28.600940704345703	28.310224533081055	28.46515655517578	27.308019638061523	26.609905242919922	28.344615936279297	27.364707946777344	27.801618576049805	26.38201332092285	26.327430725097656	27.044078826904297	Homo sapiens	1:Experimental evidence at protein level	345	0	-0.892404758889089	27.6601240971281	-1.89318241542663	0.0729196926877219	0.222588636819875	-4.50745280107722	1.13715517030104	0.652497010227674	sp|P02749|APOH_HUMAN	P02749	APOH_HUMAN	APOH	Beta-2-glycoprotein 1		+	
26.46997833251953	26.497209548950195	25.920440673828125	26.302064895629883	27.032567977905273	25.8004207611084	26.964338302612305	24.862173080444336	24.2125301361084	27.41897964477539	24.427410125732422	25.18446922302246	24.951011657714844	23.95644187927246	25.421640396118164	Homo sapiens	1:Experimental evidence at protein level	347	0	-1.04807063999139	25.7025993374908	-1.91222261259886	0.070304199381174	0.219671143138565	-4.47691501800404	1.15301873310817	0.658226989956145	sp|P02750|A2GL_HUMAN	P02750	A2GL_HUMAN	LRG1	Leucine-rich alpha-2-glycoprotein		+	
26.631437301635742	25.975542068481445	26.167987823486328	26.945043563842773	26.90667152404785	27.52039909362793	26.621536254882812	25.73259925842285	26.48895835876465	25.559938430786133	26.737455368041992	25.610620498657227	25.357938766479492	26.525312423706055	26.26715850830078	Homo sapiens	1:Experimental evidence at protein level	2477	0	-0.386233838469664	26.3446011295172	-0.856128686751498	0.402085000428121	0.591301471217825	-5.79452774925691	0.395682127724747	0.228191040430984	sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	Fibronectin		+	
27.049129486083984	26.056842803955078	26.020145416259766	27.101428985595703	25.682369232177734	26.050142288208008	26.147634506225586	26.02808952331543	24.966264724731445	26.858078002929688	25.347736358642578	25.916858673095703	23.815725326538086	24.12934684753418	24.565414428710938	Homo sapiens	1:Experimental evidence at protein level	201	0	-1.10367392535073	25.724359828069	-2.13323405205333	0.0455033620362517	0.180824469222272	-4.10799578962939	1.34195651411541	0.742742801022367	sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	Retinol-binding protein 4		+	
27.14389991760254	26.592042922973633	26.455047607421875	27.04893684387207	26.826677322387695	26.582807540893555	27.235673904418945	26.026357650756836	25.45212173461914	27.19486427307129	26.068702697753906	26.191844940185547	24.14502716064453	24.533178329467773	25.432584762573242	Homo sapiens	1:Experimental evidence at protein level	352	0	-1.07408236926946	26.2038470223175	-2.13140274957365	0.0456713250761289	0.180952236629752	-4.1111565680539	1.34035638789152	0.74243604449855	sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	AMBP	Protein AMBP		+	
29.467567443847656	29.673473358154297	29.67263412475586	30.253446578979492	31.413110733032227	30.06717300415039	30.40792465209961	27.72079849243164	27.87205696105957	31.797574996948242	28.9516658782959	29.17375373840332	29.275245666503906	27.833457946777344	28.864768981933594	Homo sapiens	1:Experimental evidence at protein level	201	0	-0.6089631834028	29.4964335148553	-1.07202284443456	0.296497415429821	0.493116485550226	-5.59541988805195	0.527979088031452	0.307050478174975	sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	Alpha-1-acid glycoprotein 1		+	
28.280778884887695	27.503141403198242	28.055822372436523	28.705224990844727	28.69782066345215	28.432573318481445	28.45840835571289	27.479663848876953	26.50830841064453	28.782487869262695	27.56679344177246	27.552873611450195	26.62380599975586	26.656352996826172	25.2412052154541	Homo sapiens	1:Experimental evidence at protein level	367	0	-1.13816591253322	27.6320219367183	-3.00768352765309	0.00696366634474475	0.0789351959406661	-2.4456758612413	2.15716204572639	1.1027293086467	sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	AHSG	Alpha-2-HS-glycoprotein		+	
28.39105796813965	27.297449111938477	26.985815048217773	27.594921112060547	26.348081588745117	26.93765640258789	26.983413696289062	27.34469223022461	24.699935913085938	27.846792221069336	25.328378677368164	26.8243408203125	25.13597869873047	24.70613670349121	21.844005584716797	Homo sapiens	1:Experimental evidence at protein level	147	1	-2.00693144786958	26.2754621133756	-3.56837777262199	0.00192861394843845	0.0402739971585677	-1.27491485701307	2.71475469658737	1.39497526491055	sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	TTR	Transthyretin		+	+
