X078B	X078_102A	X102B	X255A	X255B	X344B	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	Normal_vs_Luminal_logFC	Normal_vs_Luminal_AveExpr	Normal_vs_Luminal_t	Normal_vs_Luminal_P.Value	Normal_vs_Luminal_adj.P.Val	Normal_vs_Luminal_B	Normal_vs_Luminal_-log(P.Value)	Normal_vs_Luminal_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	Normal_vs_Luminal_Valid	Normal_vs_Luminal_Significant
20.888399124145508	21.821256637573242	21.390159606933594	21.79836654663086	21.57339859008789	21.054834365844727	Homo sapiens	1:Experimental evidence at protein level	529	0	-1.18860970580466	21.4298785580811	-1.56074127749926	0.148372584152652	0.309647132144665	-4.96993175993161	0.82864633929406	0.509132937936065	sp|P06576|ATPB_HUMAN	P06576	ATPB_HUMAN	ATP5F1B	ATP synthase F(1) complex subunit beta, mitochondrial		+	
25.259389877319336	23.368846893310547	25.351024627685547	23.42780876159668	23.919109344482422	23.588708877563477	Homo sapiens	1:Experimental evidence at protein level	90	0	-0.393134456096192	24.1440285667057	-0.596699570327328	0.563427220213729	0.721484811236125	-5.92235961658645	0.2491621752717	0.141772807281189	sp|P06703|S10A6_HUMAN	P06703	S10A6_HUMAN	S100A6	Protein S100-A6		+	
21.93501091003418	21.729469299316406	21.987232208251953	21.263212203979492	22.27774429321289	20.943065643310547	Homo sapiens	1:Experimental evidence at protein level	434	0	-0.574427313627268	21.6904967457908	-0.710253604695563	0.493111974564426	0.659408783304559	-5.84822686155839	0.307054451080484	0.180845272365299	sp|P06733|ENOA_HUMAN	P06733	ENOA_HUMAN	ENO1	Alpha-enolase		+	
22.684492111206055	19.478382110595703	22.941320419311523	21.300540924072266	21.487150192260742	21.92225456237793	Homo sapiens	1:Experimental evidence at protein level	294	1	0.662589846670624	21.6193631094352	0.804812170391635	0.438877670566026	0.616999570335501	-5.77766111089594	0.357656514841181	0.209715138399474	sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	Nucleophosmin		+	
26.0847110748291	26.30743980407715	23.576183319091797	22.481779098510742	24.321853637695312	25.8649845123291	Homo sapiens	1:Experimental evidence at protein level	194	0	-0.0967728582369851	24.779462444081	-0.0735137631030168	0.942787235577305	0.969724013736657	-6.10185202193414	0.0255863060330211	0.0133518496160095	sp|P07305|H10_HUMAN	P07305	H10_HUMAN	H1-0	Histone H1.0		+	
17.485816955566406	22.8945369720459	18.06342887878418	20.905685424804688	17.542518615722656	16.95884895324707	Homo sapiens	1:Experimental evidence at protein level	412	4	-5.32543742999663	19.0163919678945	-6.03037825381723	0.000106335741265764	0.00803337012655352	1.57751700094925	3.97332073711771	2.0951022230507	sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	Cathepsin D		+	+
23.73809814453125	24.907827377319336	24.761272430419922	25.360000610351562	24.07525634765625	23.07297134399414	Homo sapiens	1:Experimental evidence at protein level	339	0	-2.35046145745952	24.3312745863058	-3.34308416274432	0.00703332414882889	0.0529073935971606	-2.23347396295482	2.1528393665474	1.2764836328027	sp|P07355|ANXA2_HUMAN	P07355	ANXA2_HUMAN	ANXA2	Annexin A2		+	
20.808307647705078	21.762462615966797	20.834671020507812	18.155563354492188	20.979318618774414	20.43394660949707	Homo sapiens	1:Experimental evidence at protein level	714	1	0.0935649939016479	20.496478359689	0.0795600504874466	0.938092109614646	0.966867941197918	-6.10136997143837	0.0277545169158081	0.0146328395939031	sp|P07384|CAN1_HUMAN	P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit		+	
23.70235824584961	23.201581954956055	24.54608726501465	23.525348663330078	23.388450622558594	23.480144500732422	Homo sapiens	1:Experimental evidence at protein level	444	0	-0.673959836489772	23.6390696130053	-0.990034671024402	0.344554948524541	0.5310571683681	-5.61754034141087	0.462741508333914	0.274858724548674	sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	Tubulin beta chain		+	
22.765195846557617	23.101959228515625	22.824037551879883	21.5313663482666	24.132822036743164	23.444164276123047	Homo sapiens	1:Experimental evidence at protein level	247	0	0.74485616368343	22.9662756433807	0.90830916370561	0.384209448817094	0.57037278999651	-5.69164485517177	0.415431958790659	0.243841200961654	sp|P07477|TRY1_HUMAN	P07477	TRY1_HUMAN	PRSS1	Serine protease 1	sp|P07478|TRY2_HUMAN, sp|Q8NHM4|TRY6_HUMAN	+	
22.348453521728516	24.792160034179688	18.552326202392578	25.702335357666016	23.34585952758789	20.637638092041016	Homo sapiens	1:Experimental evidence at protein level	359	1	-4.03774113890177	22.6060438835472	-3.20872823244322	0.00887242400777391	0.0577530284381682	-2.44882114118841	2.05195771169249	1.23842523741849	sp|P07585|PGS2_HUMAN	P07585	PGS2_HUMAN	DCN	Decorin		+	
21.61815643310547	19.37702178955078	20.887842178344727	20.891876220703125	21.38563346862793	21.553447723388672	Homo sapiens	1:Experimental evidence at protein level	339	1	0.689344364936755	20.9450777145984	0.817912246067106	0.43168448905681	0.61175891119349	-5.76727207568874	0.364833555786765	0.213419695774338	sp|P07858|CATB_HUMAN	P07858	CATB_HUMAN	CTSB	Cathepsin B		+	
26.406787872314453	23.442672729492188	27.136884689331055	22.498554229736328	22.219867706298828	24.852766036987305	Homo sapiens	1:Experimental evidence at protein level	306	0	-0.173516242210784	24.4064052811035	-0.189525772093948	0.853316164763274	0.913613728236266	-6.08598182937395	0.0688900272479463	0.0392373832089298	sp|P07910|HNRPC_HUMAN	P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2		+	
21.83102798461914	19.56238555908203	20.426301956176758	18.971769332885742	18.40564727783203	21.220075607299805	Homo sapiens	1:Experimental evidence at protein level	1170	2	-0.0738922949443719	20.0622927680983	-0.0690029214137487	0.946291540654403	0.971560271334002	-6.10218687968136	0.0239750422543612	0.0125302525054232	sp|P07996|TSP1_HUMAN	P07996	TSP1_HUMAN	THBS1	Thrombospondin-1		+	
21.072265625	19.44241714477539	21.626049041748047	19.0476016998291	17.657155990600586	19.41696548461914	Homo sapiens	1:Experimental evidence at protein level	801	3	-1.31846749547654	19.702550746656	-1.50637047218545	0.16162542699078	0.329813603638101	-5.04008108596822	0.791490314767421	0.481731435219342	sp|P08048|ZFY_HUMAN	P08048	ZFY_HUMAN	ZFY	Zinc finger Y-chromosomal protein	sp|P17010|ZFX_HUMAN	+	
18.28209686279297	22.4569034576416	18.04179573059082	24.254596710205078	17.14036750793457	17.366104125976562	Homo sapiens	1:Experimental evidence at protein level	1366	4	-6.80258068747978	19.6379025199367	-8.1028425527075	8.06530031915624E-06	0.0027099409072365	3.72329476411686	5.09337945660434	2.56704017921449	sp|P08123|CO1A2_HUMAN	P08123	CO1A2_HUMAN	COL1A2	Collagen alpha-2(I) chain		+	+
20.773906707763672	19.05931854248047	18.05137062072754	18.476499557495117	21.277935028076172	20.777034759521484	Homo sapiens	1:Experimental evidence at protein level	193	3	1.64421911773186	19.7333276888204	1.62221231502768	0.134545271412883	0.290410350287336	-4.88884373909482	0.871131560890777	0.536987909347382	sp|P08134|RHOC_HUMAN	P08134	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC		+	
21.92300796508789	19.314529418945312	22.21622085571289	21.654937744140625	21.53433609008789	21.625717163085938	Homo sapiens	1:Experimental evidence at protein level	724	1	0.442706036896997	21.3668377303019	0.501522694986412	0.626413197498695	0.764436444405187	-5.9752170711155	0.203139100981275	0.116658616192151	sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta		+	
23.108993530273438	24.84227752685547	20.065824508666992	24.0024471282959	24.395238876342773	23.455751419067383	Homo sapiens	1:Experimental evidence at protein level	255	0	-1.27601413423664	23.3380395171384	-1.24446176016108	0.24055119702007	0.429921288291189	-5.35477684277914	0.618792477639331	0.366611049513167	sp|P08311|CATG_HUMAN	P08311	CATG_HUMAN	CTSG	Cathepsin G		+	
19.242034912109375	22.269550323486328	17.795883178710938	21.751880645751953	21.04123878479004	17.356346130371094	Homo sapiens	1:Experimental evidence at protein level	103	2	-3.49881276856769	19.9425626908611	-2.95848975980019	0.0137137593314584	0.0712549969387115	-2.85161227012892	1.86284347642065	1.14718467424137	sp|P08493|MGP_HUMAN	P08493	MGP_HUMAN	MGP	Matrix Gla protein		+	
19.301544189453125	20.81602668762207	19.66078758239746	20.485536575317383	18.338821411132812	17.590713500976562	Homo sapiens	1:Experimental evidence at protein level	390	1	-3.32906260536559	19.3823652871628	-4.3106173692443	0.00139172339893325	0.0247558629460768	-0.733980658487106	2.8564470709421	1.60632193032271	sp|P08559|ODPA_HUMAN	P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial		+	+
19.468505859375	22.373395919799805	20.543481826782227	21.050905227661133	20.244766235351562	17.562053680419922	Homo sapiens	1:Experimental evidence at protein level	325	1	-3.48866588471343	20.2282127243666	-3.29613911918847	0.00762686180870482	0.0551206340940516	-2.30860592701767	2.11765412253231	1.2586857950561	sp|P08574|CY1_HUMAN	P08574	CY1_HUMAN	CYC1	Cytochrome c1, heme protein, mitochondrial		+	
22.99574851989746	18.72713279724121	22.085678100585938	18.806407928466797	18.166196823120117	21.237009048461914	Homo sapiens	1:Experimental evidence at protein level	225	3	0.330979214378043	20.3152313568025	0.311866985435592	0.761283060872156	0.863178404108556	-6.05422673109721	0.118453833482131	0.0638994338184396	sp|P08579|RU2B_HUMAN	P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''		+	
22.193538665771484	20.41634750366211	21.99349021911621	21.326396942138672	19.90185546875	21.06587791442871	Homo sapiens	1:Experimental evidence at protein level	437	1	-1.04762735455208	21.1458488108281	-1.27863148225429	0.228727717570594	0.413927359625061	-5.31608104010314	0.640681203742334	0.383075866806557	sp|P08621|RU17_HUMAN	P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa		+	
19.29651641845703	20.1674747467041	21.630756378173828	18.593082427978516	21.999439239501953	21.923259735107422	Homo sapiens	1:Experimental evidence at protein level	508	2	1.94082193482788	20.5931167150831	1.94947960902205	0.0786058977810294	0.203166012726353	-4.42977886577771	1.10454486773076	0.692148942647756	sp|P08651|NFIC_HUMAN	P08651	NFIC_HUMAN	NFIC	Nuclear factor 1 C-type		+	
25.535499572753906	24.982162475585938	24.364398956298828	25.539880752563477	24.541975021362305	25.044998168945312	Homo sapiens	1:Experimental evidence at protein level	466	0	-1.26855026992711	25.0093137870177	-1.79090561149983	0.102313496353111	0.240400942480037	-4.65749507940028	0.990067073960649	0.619063834035867	sp|P08670|VIME_HUMAN	P08670	VIME_HUMAN	VIM	Vimentin		+	
26.418560028076172	19.457460403442383	25.55207633972168	22.014699935913086	25.434415817260742	25.830354690551758	Homo sapiens	1:Experimental evidence at protein level	135	1	4.21223568492433	24.076542258508	4.8485330149063	0.000595215619764997	0.016302231980373	0.042731662691172	3.22532568047169	1.78775293115435	sp|P08708|RS17_HUMAN	P08708	RS17_HUMAN	RPS17	Small ribosomal subunit protein eS17		+	+
22.846384048461914	21.990087509155273	23.236806869506836	18.154748916625977	21.71384048461914	23.425649642944336	Homo sapiens	1:Experimental evidence at protein level	400	1	1.82817354517965	21.8787378736232	1.48157362142555	0.168003145224883	0.335633429677376	-5.07156167852521	0.774682587672798	0.474134789198024	sp|P08727|K1C19_HUMAN	P08727	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19		+	
22.885061264038086	21.963266372680664	21.408666610717773	18.87147331237793	21.36674690246582	22.584518432617188	Homo sapiens	1:Experimental evidence at protein level	469	1	0.886536767822907	21.5077139635545	0.769664400799939	0.458565010514825	0.636571584848237	-5.80480491852555	0.338599085934155	0.19615275123031	sp|P08729|K2C7_HUMAN	P08729	K2C7_HUMAN	KRT7	Keratin, type II cytoskeletal 7		+	
19.453922271728516	19.285062789916992	19.78325653076172	21.140230178833008	18.970523834228516	17.66631507873535	Homo sapiens	1:Experimental evidence at protein level	320	3	-2.52099618373523	19.3921740168214	-2.89428608279954	0.0153408907434906	0.076175457484919	-2.95503173721603	1.81414942306293	1.11818492886664	sp|P08758|ANXA5_HUMAN	P08758	ANXA5_HUMAN	ANXA5	Annexin A5		+	
23.37137222290039	26.97130012512207	25.703487396240234	26.161701202392578	23.923694610595703	23.496732711791992	Homo sapiens	1:Experimental evidence at protein level	473	0	-3.68857367201249	24.9606879921896	-4.48046380182965	0.00105973404440253	0.0231314000738534	-0.483708148004821	2.97480311354729	1.63579807989921	sp|P08779|K1C16_HUMAN	P08779	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16		+	+
23.016836166381836	18.78116798400879	21.825111389160156	22.70977783203125	22.966245651245117	23.269664764404297	Homo sapiens	1:Experimental evidence at protein level	348	1	1.70889461426799	22.079609758134	1.50633324916286	0.161634841465498	0.329813603638101	-5.0401285866736	0.791465018405201	0.481731435219342	sp|P09001|RM03_HUMAN	P09001	RM03_HUMAN	MRPL3	Large ribosomal subunit protein uL3m		+	
21.984607696533203	19.38416290283203	21.99793243408203	18.319684982299805	17.945789337158203	21.313756942749023	Homo sapiens	1:Experimental evidence at protein level	282	3	0.168433654252393	20.1414324117391	0.150891875696666	0.882937769504621	0.930851299761799	-6.09281560115769	0.0540699049310971	0.0311196905018193	sp|P09012|SNRPA_HUMAN	P09012	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A		+	
21.88479995727539	19.981122970581055	21.582984924316406	20.379377365112305	22.52557945251465	20.535053253173828	Homo sapiens	1:Experimental evidence at protein level	144	1	0.698494389850815	21.1389793783367	0.793623987958929	0.445083341529126	0.624065716074628	-5.7864173544462	0.351558660081361	0.204769675340255	sp|P09132|SRP19_HUMAN	P09132	SRP19_HUMAN	SRP19	Signal recognition particle 19 kDa protein		+	
20.072593688964844	19.033586502075195	20.401365280151367	17.241451263427734	18.521556854248047	17.531394958496094	Homo sapiens	1:Experimental evidence at protein level	210	3	-0.695386344414924	18.7925932592819	-0.824381393276336	0.428161413894707	0.611312613606041	-5.76208767516556	0.36839247409831	0.213736643040607	sp|P09211|GSTP1_HUMAN	P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P		+	
23.87737464904785	23.76663589477539	22.624927520751953	24.564970016479492	23.725845336914062	23.712995529174805	Homo sapiens	1:Experimental evidence at protein level	135	0	-1.21187263650632	23.7231990265557	-1.63050327201529	0.132770362895584	0.287811883438169	-4.87776824302947	0.876898857704174	0.540891278484621	sp|P09382|LEG1_HUMAN	P09382	LEG1_HUMAN	LGALS1	Galectin-1		+	
22.428607940673828	22.640657424926758	22.274608612060547	21.5771484375	20.97016716003418	23.665592193603516	Homo sapiens	1:Experimental evidence at protein level	215	0	-0.500865535331144	22.2630745205275	-0.511967785376039	0.619332128222461	0.762541091941849	-5.96983918485411	0.20807639012153	0.117736748016924	sp|P09429|HMGB1_HUMAN	P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1		+	
17.262035369873047	19.434595108032227	19.177955627441406	19.001802444458008	20.487892150878906	19.992361068725586	Homo sapiens	1:Experimental evidence at protein level	248	4	0.400619199933072	19.2326422862088	0.477237095236783	0.643030076526798	0.777187430622317	-5.98731296373333	0.191768713290177	0.109474231818409	sp|P09496|CLCA_HUMAN	P09496	CLCA_HUMAN	CLTA	Clathrin light chain A		+	
22.5969295501709	21.473974227905273	22.769987106323242	19.747264862060547	20.670312881469727	22.28272819519043	Homo sapiens	1:Experimental evidence at protein level	372	1	0.197177676958535	21.5812306213438	0.210564368852617	0.837281608213742	0.907341030216071	-6.081612796824	0.0771284484298408	0.0422294497602933	sp|P09651|ROA1_HUMAN	P09651	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1		+	
18.363771438598633	22.22480010986328	18.147491455078125	22.908235549926758	16.947490692138672	18.171415328979492	Homo sapiens	1:Experimental evidence at protein level	75	4	-5.69254293760809	19.5015000895521	-7.04022764185335	2.83671111984094E-05	0.00465883849814599	2.70400541839367	4.54718488889464	2.33172234440898	sp|P09669|COX6C_HUMAN	P09669	COX6C_HUMAN	COX6C	Cytochrome c oxidase subunit 6C		+	+
20.666078567504883	19.721038818359375	20.214393615722656	18.647024154663086	17.59818458557129	18.7882080078125	Homo sapiens	1:Experimental evidence at protein level	1014	3	-1.60004290358393	19.2719693113418	-1.89656488231966	0.0858835200053104	0.213228049668357	-4.50675537907525	1.06609016396152	0.671155665429207	sp|P09874|PARP1_HUMAN	P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1		+	
20.948495864868164	21.777502059936523	22.829919815063477	21.00878143310547	20.90451431274414	20.641019821166992	Homo sapiens	1:Experimental evidence at protein level	1744	0	-1.3016944971548	21.3532993738632	-1.50033373744304	0.163158464113015	0.331580104487741	-5.04777507234838	0.787390391552919	0.47941153593361	sp|P0C0L4|CO4A_HUMAN	P0C0L4	CO4A_HUMAN	C4A	Complement C4-A	sp|P0C0L5|CO4B_HUMAN	+	
22.483213424682617	19.076807022094727	19.78009796142578	18.98814582824707	21.42279624938965	22.001127243041992	Homo sapiens	1:Experimental evidence at protein level	128	2	2.05492061873271	20.6123210259557	2.03562147089091	0.067978321031318	0.182725726932183	-4.30255477339378	1.16762956608186	0.73820030170007	sp|P0C0S5|H2AZ_HUMAN	P0C0S5	H2AZ_HUMAN	H2AZ1	Histone H2A.Z	sp|Q71UI9|H2AV_HUMAN	+	
17.92999267578125	21.574678421020508	18.165870666503906	21.397926330566406	18.172847747802734	18.946331024169922	Homo sapiens	5:Protein uncertain	283	4	-3.59404055549431	19.3961490971639	-4.66538735713316	0.000791219801832251	0.018989275243974	-0.216433142203067	3.10170285220099	1.72149161048938	sp|P0C7P4|UCRIL_HUMAN	P0C7P4	UCRIL_HUMAN	UQCRFS1P1	Putative cytochrome b-c1 complex subunit Rieske-like protein 1	sp|P47985|UCRI_HUMAN	+	+
19.527141571044922	19.775733947753906	21.62588882446289	19.518543243408203	18.523357391357422	20.05378532409668	Homo sapiens	1:Experimental evidence at protein level	718	2	-0.983725024469724	19.834818407982	-1.0392462607702	0.322167768585438	0.514651522558038	-5.57039884860516	0.491917910923874	0.288486738058502	sp|P0CJ79|ZN888_HUMAN	P0CJ79	ZN888_HUMAN	ZNF888	Zinc finger protein 888		+	
21.806852340698242	21.069957733154297	21.67675018310547	20.247072219848633	20.120609283447266	20.355911254882812	Homo sapiens	1:Experimental evidence at protein level	641	0	-1.07949314583584	20.8785379521025	-1.3250408512534	0.213434686948605	0.39654808310088	-5.26233427680975	0.670734998565748	0.401704145145102	sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	Heat shock 70 kDa protein 1A	sp|P0DMV9|HS71B_HUMAN	+	
21.288257598876953	23.122974395751953	23.16665267944336	23.63514518737793	22.408689498901367	22.626792907714844	Homo sapiens	1:Experimental evidence at protein level	449	0	-1.59998658756025	22.7193415149549	-2.03189655240542	0.068408463287089	0.182869354522993	-4.3081022518053	1.16489016536311	0.737859068042884	sp|P0DOX5|IGG1_HUMAN	P0DOX5	IGG1_HUMAN		Immunoglobulin gamma-1 heavy chain		+	
23.72764778137207	23.784761428833008	23.807445526123047	23.88637351989746	23.997100830078125	22.896556854248047	Homo sapiens	1:Experimental evidence at protein level	214	0	-1.1466685502881	23.6886698361509	-1.61914907167516	0.135206350080685	0.291213677096861	-4.89292760231757	0.869002910907408	0.535788231872026	sp|P0DOX7|IGK_HUMAN	P0DOX7	IGK_HUMAN		Immunoglobulin kappa light chain		+	
25.161888122558594	23.127267837524414	25.97661018371582	25.494272232055664	25.89333152770996	25.03240203857422	Homo sapiens	1:Experimental evidence at protein level	106	0	0.376960453254416	25.1051186425145	0.466974888773558	0.650114659971809	0.78199949552695	-5.99225195330926	0.187010040585536	0.106793527106306	sp|P0DOY2|IGLC2_HUMAN	P0DOY2	IGLC2_HUMAN	IGLC2	Immunoglobulin lambda constant 2	sp|P0DOY3|IGLC3_HUMAN	+	
20.37461280822754	18.62061309814453	22.60420036315918	18.873931884765625	17.937427520751953	19.345441818237305	Homo sapiens	1:Experimental evidence at protein level	366	3	-0.702177413608471	19.6108234873223	-0.754424873353168	0.46727560764804	0.640835119060169	-5.81624010553194	0.330426889081289	0.193253696055977	sp|P10321|HLAC_HUMAN	P10321	HLAC_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain		+	
28.63736915588379	25.597293853759766	25.19911766052246	23.644906997680664	24.49193572998047	27.911117553710938	Homo sapiens	1:Experimental evidence at protein level	219	0	0.778783381361862	25.9055915516735	0.577485322414356	0.575857476102702	0.728311588345701	-5.93372290012055	0.239684990537301	0.137682779823907	sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	Histone H1.4		+	
20.86322784423828	20.072065353393555	21.42437744140625	17.722726821899414	21.22578239440918	20.076263427734375	Homo sapiens	1:Experimental evidence at protein level	105	2	1.13119503151617	20.2187172042793	1.11783009244564	0.288710268591874	0.480230941816186	-5.49135757786879	0.53953776924197	0.318549861298749	sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	Thioredoxin		+	
18.71180534362793	22.034835815429688	19.569643020629883	23.824420928955078	17.815486907958984	17.680309295654297	Homo sapiens	1:Experimental evidence at protein level	129	4	-5.87418209896803	19.9754192590753	-6.8155397593791	3.76374824689954E-05	0.00465883849814599	2.46736458450115	4.42437943376734	2.33172234440898	sp|P10606|COX5B_HUMAN	P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial		+	+
21.710960388183594	21.47880744934082	23.672800064086914	22.185930252075195	23.45647621154785	22.649534225463867	Homo sapiens	1:Experimental evidence at protein level	573	0	0.518479232353286	22.5194753277159	0.630632229052888	0.541843426141205	0.704746030387528	-5.90144895287357	0.266126191296728	0.151967361693532	sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial		+	
20.001789093017578	20.141544342041016	22.719898223876953	21.696083068847656	21.340715408325195	21.179534912109375	Homo sapiens	1:Experimental evidence at protein level	449	1	-0.323051094046551	21.1764501355738	-0.331141745301224	0.747090516225564	0.851886018501548	-6.0478342335794	0.126626776610599	0.0696185095141651	sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	Clusterin		+	
21.124422073364258	20.76576042175293	21.868282318115234	20.93671226501465	20.693788528442383	20.748291015625	Homo sapiens	1:Experimental evidence at protein level	654	0	-0.794076804110148	21.0222158086479	-1.02482646836364	0.328612183166418	0.520252075593847	-5.58440370783328	0.483316339306728	0.283786178454815	sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP		+	
17.58917999267578	18.817947387695312	19.63709259033203	23.499691009521484	21.261259078979492	19.98106575012207	Homo sapiens	1:Experimental evidence at protein level	1609	3	-1.19361012602272	20.1448558345662	-0.882707090491138	0.397270564682164	0.583744503206445	-5.71375288418606	0.400913612316122	0.233777195913367	sp|P11047|LAMC1_HUMAN	P11047	LAMC1_HUMAN	LAMC1	Laminin subunit gamma-1		+	
22.61941909790039	22.096017837524414	23.245817184448242	21.8548526763916	21.672107696533203	22.065988540649414	Homo sapiens	1:Experimental evidence at protein level	646	0	-0.807627331401452	22.2571767577859	-1.09867843899558	0.29660718536092	0.48805239566144	-5.51103748517263	0.52781833232045	0.311533551101516	sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein		+	
18.496868133544922	18.516014099121094	22.070295333862305	18.72003173828125	17.994169235229492	17.07151985168457	Homo sapiens	1:Experimental evidence at protein level	492	2	-1.67179681656961	18.8038778830054	-1.64952673620226	0.128776301342848	0.2835409865205	-4.85223476468035	0.890164052682776	0.5473841539383	sp|P11166|GTR1_HUMAN	P11166	GTR1_HUMAN	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1		+	
21.9284725189209	22.43149185180664	22.344728469848633	21.55510139465332	22.177579879760742	21.74443244934082	Homo sapiens	1:Experimental evidence at protein level	206	0	-0.736917678841834	22.0341579401376	-0.950195551323164	0.363498021281633	0.550763841017377	-5.65432805470501	0.439497948900698	0.259034579965775	sp|P11233|RALA_HUMAN	P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A		+	
20.61480140686035	18.11564064025879	21.361570358276367	21.34766387939453	20.093873977661133	19.797704696655273	Homo sapiens	1:Experimental evidence at protein level	417	1	-0.405828732798199	20.2129749427141	-0.390835239996411	0.70377882759275	0.822026718671485	-6.02566669002195	0.152563802573216	0.0851140661789196	sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1		+	
19.374530792236328	19.303939819335938	18.884876251220703	20.745201110839844	21.03592872619629	18.75786781311035	Homo sapiens	1:Experimental evidence at protein level	421	2	-0.761337058630584	19.6917728786546	-0.793518520398886	0.445142112954025	0.624065716074628	-5.78649938394681	0.351501317066879	0.204769675340255	sp|P11310|ACADM_HUMAN	P11310	ACADM_HUMAN	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial		+	
21.973966598510742	19.826061248779297	20.696746826171875	19.063533782958984	21.508474349975586	22.6146183013916	Homo sapiens	1:Experimental evidence at protein level	765	2	1.97723548636065	20.9354178111408	2.20491922994652	0.0509232110996935	0.156495721916131	-4.04652347170941	1.29308421855122	0.805497530153394	sp|P11387|TOP1_HUMAN	P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1		+	
21.346965789794922	19.542339324951172	21.695777893066406	18.742950439453125	18.126375198364258	20.5546932220459	Homo sapiens	1:Experimental evidence at protein level	1531	3	-0.416389809196239	19.9906731473235	-0.427148664807055	0.677949582689153	0.800202786124902	-6.01044329311382	0.168802602259847	0.0967999408393458	sp|P11388|TOP2A_HUMAN	P11388	TOP2A_HUMAN	TOP2A	DNA topoisomerase 2-alpha		+	
21.359947204589844	22.511682510375977	21.352828979492188	22.022775650024414	22.462541580200195	21.78571891784668	Homo sapiens	1:Experimental evidence at protein level	1178	0	-0.854485490532298	21.9264523725586	-1.12002734154654	0.287814756143815	0.479557765274917	-5.48908284784405	0.540886943729679	0.319159072269872	sp|P11498|PYC_HUMAN	P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial		+	
22.039276123046875	23.157480239868164	20.976245880126953	22.295562744140625	21.755088806152344	21.77634620666504	Homo sapiens	1:Experimental evidence at protein level	636	0	-1.68275400270306	22.015540940435	-2.0630223867508	0.064891690028294	0.179207735749371	-4.26162543504016	1.18781091500129	0.746643247348261	sp|P11940|PABP1_HUMAN	P11940	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1		+	
16.771697998046875	23.869800567626953	19.505712509155273	26.23436737060547	23.757078170776367	20.10393714904785	Homo sapiens	1:Experimental evidence at protein level	1028	2	-3.89367253848275	21.7561473351318	-3.00847331831619	0.0125685449485584	0.0689464927771565	-2.77108152283233	1.90071499736488	1.1614878209496	sp|P12109|CO6A1_HUMAN	P12109	CO6A1_HUMAN	COL6A1	Collagen alpha-1(VI) chain		+	
21.676557540893555	22.891597747802734	22.86217498779297	25.17075538635254	22.73769760131836	22.303606033325195	Homo sapiens	1:Experimental evidence at protein level	1019	0	-2.25995169093354	22.955401641893	-2.66210021461544	0.023021423488659	0.0950019903639273	-3.3279300117695	1.63786782605131	1.02226729581625	sp|P12110|CO6A2_HUMAN	P12110	CO6A2_HUMAN	COL6A2	Collagen alpha-2(VI) chain		+	
