P1_LN	P1_PT	P2_ANT	P2_NCT	P2_PT	P3_ANT	P3_NCT	P3_PT	P4_ANT	P4_NCT	P4_PT	P5_ANT	P5_LN	P5_NCT	P5_PT	P6_ANT	P6_LN	P6_NCT	P6_PT	P7_ANT	P7_LN	P7_NCT	P7_PT	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	NCT_vs_PT_logFC	NCT_vs_PT_AveExpr	NCT_vs_PT_t	NCT_vs_PT_P.Value	NCT_vs_PT_adj.P.Val	NCT_vs_PT_B	NCT_vs_PT_-log(P.Value)	NCT_vs_PT_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	NCT_vs_PT_Valid	NCT_vs_PT_Significant
21.933292388916016	23.129436492919922	20.77837371826172	21.7199764251709	22.715015411376953	21.70145606994629	21.347028732299805	21.672740936279297	21.15122413635254	21.474031448364258	21.39881706237793	21.310081481933594	20.714725494384766	21.54752540588379	21.832866668701172	21.863998413085938	21.384544372558594	21.47947120666504	22.158414840698242	21.452123641967773	22.035268783569336	21.296314239501953	21.5240535736084	Homo sapiens	1:Experimental evidence at protein level	180	0	-0.206140773453747	21.6376947613019	-0.638284742488667	0.529157120425635	0.650295832782426	-6.54751414250517	0.276415355559806	0.186889029023619	sp|P18085|ARF4_HUMAN	P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4		+	
23.6893253326416	23.32716178894043	22.04145050048828	22.332965850830078	24.54338836669922	22.77686882019043	22.179779052734375	23.65752601623535	21.93922996520996	22.711814880371094	22.823762893676758	22.057361602783203	23.65846824645996	22.66644859313965	23.497159957885742	21.487302780151367	23.76455307006836	22.010160446166992	23.712846755981445	21.347875595092773	24.004871368408203	22.45610237121582	23.506534576416016	Homo sapiens	1:Experimental evidence at protein level	248	0	0.355350586524686	22.8675672595883	1.40928693036237	0.171205570793651	0.278265518756962	-5.77484278177667	0.766482108084214	0.555540605887861	sp|P18124|RL7_HUMAN	P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30		+	
22.1732177734375	22.582290649414062	22.95404052734375	23.164310455322266	23.001598358154297	23.583755493164062	23.31053352355957	22.92754364013672	23.510164260864258	23.28243064880371	22.634422302246094	23.161109924316406	22.352428436279297	23.402658462524414	22.443004608154297	23.196643829345703	21.89174461364746	23.110347747802734	21.865703582763672	23.348642349243164	22.140625	23.021427154541016	22.23215103149414	Homo sapiens	1:Experimental evidence at protein level	1134	0	-1.51704911923036	22.8526898343721	-6.84426699015732	3.78999468760597E-07	9.52912950026644E-06	6.59527049255238	6.42136139877732	5.02094677097743	sp|P18206|VINC_HUMAN	P18206	VINC_HUMAN	VCL	Vinculin		+	+
20.765941619873047	19.466840744018555	21.21511459350586	19.976808547973633	20.322439193725586	17.975440979003906	19.398181915283203	18.656217575073242	19.923519134521484	20.4084529876709	20.533580780029297	20.270906448364258	17.87207794189453	19.786584854125977	19.407072067260742	19.91045379638672	17.374000549316406	20.513355255126953	17.822372436523438	18.478153228759766	18.253522872924805	20.28777503967285	19.87512969970703	Homo sapiens	1:Experimental evidence at protein level	481	4	-1.3358661813407	19.5110013014596	-2.46359233958084	0.0210722520139516	0.051663710410325	-3.97336707562478	1.67628904839909	1.28681440666321	sp|P18428|LBP_HUMAN	P18428	LBP_HUMAN	LBP	Lipopolysaccharide-binding protein		+	
17.477436065673828	17.490873336791992	19.513442993164062	20.736345291137695	16.988727569580078	20.326675415039062	21.764543533325195	17.988113403320312	20.540693283081055	19.36269187927246	17.947290420532227	21.950489044189453	16.925813674926758	20.755502700805664	17.5595645904541	20.003820419311523	17.897430419921875	19.46259117126465	17.8387393951416	21.36933135986328	16.887117385864258	20.051969528198242	17.112415313720703	Homo sapiens	1:Experimental evidence at protein level	417	12	-3.48447975476299	19.077098383812	-8.03731638187328	2.34138691879135E-08	1.69022004770646E-06	9.32613095231267	7.63052681235589	5.77205675143152	sp|P18577|RHCE_HUMAN	P18577	RHCE_HUMAN	RHCE	Blood group Rh(CE) polypeptide	sp|Q02161|RHD_HUMAN	+	+
18.961694717407227	16.82911491394043	18.2850399017334	17.75594139099121	16.621540069580078	19.293058395385742	19.91802978515625	17.762964248657227	18.64640235900879	18.69073486328125	18.863706588745117	19.622100830078125	18.037372589111328	18.88687515258789	17.146089553833008	18.445281982421875	19.183815002441406	18.262161254882812	19.086532592773438	19.194040298461914	18.899105072021484	19.609479904174805	18.460494995117188	Homo sapiens	1:Experimental evidence at protein level	2426	18	-1.69362382493663	18.5527143763913	-3.95714479800431	0.0005620963010491	0.0027050884487988	-0.552368098896379	3.25018927263136	2.56781853011481	sp|P18583|SON_HUMAN	P18583	SON_HUMAN	SON	Protein SON		+	+
22.162578582763672	22.09015655517578	19.069835662841797	21.327878952026367	22.28458595275879	20.858938217163086	20.807525634765625	20.918737411499023	20.811012268066406	21.02698516845703	21.055606842041016	21.422447204589844	21.71562957763672	21.55865478515625	21.751148223876953	20.487773895263672	22.46047019958496	20.69401741027832	22.092161178588867	20.551883697509766	22.142959594726562	21.070960998535156	21.155162811279297	Homo sapiens	1:Experimental evidence at protein level	184	1	-0.234402498804464	21.2786717769229	-0.68816623839635	0.497754968282192	0.623522237848155	-6.51415371445013	0.302984396420047	0.205148052846995	sp|P18621|RL17_HUMAN	P18621	RL17_HUMAN	RPL17	Large ribosomal subunit protein uL22		+	
22.504016876220703	22.207143783569336	22.189495086669922	22.13165283203125	22.834434509277344	22.232433319091797	21.89480972290039	22.315052032470703	22.353347778320312	22.22189712524414	21.920881271362305	22.23919105529785	22.62801742553711	22.598575592041016	22.25593376159668	20.925003051757812	22.594663619995117	21.675607681274414	23.117883682250977	23.024642944335938	22.270416259765625	21.9521484375	22.303207397460938	Homo sapiens	1:Experimental evidence at protein level	254	0	-0.462877007324128	22.2789549863484	-1.72819432991275	0.0964258976815266	0.17638709123035	-5.30875246506537	1.01580630935776	0.753533201588357	sp|P18669|PGAM1_HUMAN	P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1		+	
20.258840560913086	20.371807098388672	19.278663635253906	18.56956672668457	19.991161346435547	18.01979637145996	18.770994186401367	20.736576080322266	17.97818946838379	18.295869827270508	17.65558433532715	19.265043258666992	20.55495262145996	18.939311981201172	20.76184844970703	18.024433135986328	21.10517120361328	18.469327926635742	21.20703125	18.997488021850586	20.651264190673828	18.329771041870117	20.333833694458008	Homo sapiens	1:Experimental evidence at protein level	421	13	0.881967221831868	19.4025041080878	2.12655141722054	0.0436237414146265	0.0929834765100689	-4.62567293394978	1.36027708965036	1.03159422024248	sp|P18754|RCC1_HUMAN	P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation		+	
21.207313537597656	22.91092872619629	21.376991271972656	21.401351928710938	20.6695499420166	21.305086135864258	21.44617462158203	21.57292938232422	21.275564193725586	22.07241439819336	21.659814834594727	21.817413330078125	18.762069702148438	22.9797306060791	22.39822769165039	20.529321670532227	22.91872215270996	21.478166580200195	22.337364196777344	19.229496002197266	22.62289047241211	22.207807540893555	22.301990509033203	Homo sapiens	1:Experimental evidence at protein level	456	0	-0.747337717734535	21.5846863670874	-1.49304361766117	0.148079008689182	0.248377588434407	-5.65999565225423	0.829506501617789	0.604887593915658	sp|P19012|K1C15_HUMAN	P19012	K1C15_HUMAN	KRT15	Keratin, type I cytoskeletal 15		+	
23.390897750854492	23.529638290405273	22.254323959350586	22.328649520874023	23.651968002319336	22.33883285522461	22.024372100830078	23.399662017822266	22.12630844116211	22.82277488708496	23.683486938476562	22.05048179626465	24.215333938598633	22.85422706604004	23.968534469604492	21.614849090576172	24.251853942871094	22.238340377807617	24.348011016845703	21.96148681640625	23.957029342651367	22.44284439086914	23.5613956451416	Homo sapiens	1:Experimental evidence at protein level	710	0	0.445566746927611	22.9889925883667	2.29623239464978	0.0304213843407169	0.069923778932394	-4.30497880421232	1.51682102703992	1.15537510890429	sp|P19338|NUCL_HUMAN	P19338	NUCL_HUMAN	NCL	Nucleolin		+	
21.462505340576172	20.852474212646484	20.745223999023438	20.491884231567383	21.370126724243164	20.63196563720703	19.974729537963867	21.439125061035156	21.033836364746094	21.149627685546875	20.93408966064453	20.89772605895996	21.212135314941406	20.88719367980957	22.007112503051758	20.201501846313477	21.34270668029785	20.81363868713379	21.185321807861328	20.774051666259766	21.440881729125977	20.934738159179688	21.733190536499023	Homo sapiens	1:Experimental evidence at protein level	917	0	-0.110819952658886	21.0194321691231	-0.506370385364188	0.617082841893583	0.723699249131741	-6.62398081483144	0.209656529058849	0.140441877972414	sp|P19367|HXK1_HUMAN	P19367	HXK1_HUMAN	HK1	Hexokinase-1		+	
17.662445068359375	17.85812759399414	19.703521728515625	18.862939834594727	17.54275894165039	18.56710433959961	18.421676635742188	18.181760787963867	19.18917465209961	18.479869842529297	18.13543701171875	18.692827224731445	18.55255126953125	18.521272659301758	18.617168426513672	18.34345817565918	17.871484756469727	19.163537979125977	17.421924591064453	19.600492477416992	18.016740798950195	19.443456649780273	18.254846572875977	Homo sapiens	1:Experimental evidence at protein level	275	15	-1.48461182451912	18.4955574326789	-5.02590239299073	3.5919680155532E-05	0.000309461859801506	2.12514757511206	4.44466753913463	3.50939286877129	sp|P19387|RPB3_HUMAN	P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3		+	+
18.4998779296875	20.335697174072266	19.831628799438477	18.9779052734375	19.100852966308594	19.62386131286621	20.08134651184082	19.868297576904297	20.357227325439453	20.157899856567383	20.115400314331055	20.271860122680664	20.171184539794922	19.89374351501465	20.489347457885742	19.431150436401367	20.967967987060547	19.847122192382812	20.383642196655273	19.892213821411133	20.150760650634766	20.072525024414062	19.94605827331543	Homo sapiens	1:Experimental evidence at protein level	249	0	-0.526423218031915	19.9344056976228	-1.73473833292694	0.0952399003930902	0.174736496328052	-5.29839502208931	1.02118106747499	0.757616376651317	sp|P19404|NDUV2_HUMAN	P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial		+	
19.719640731811523	21.00979232788086	19.654508590698242	18.44261360168457	20.279306411743164	18.59775733947754	19.04902458190918	19.63452911376953	18.746206283569336	18.574687957763672	19.59804344177246	19.419157028198242	20.369718551635742	19.360645294189453	20.200233459472656	18.679136276245117	21.13195037841797	18.600135803222656	20.894495010375977	18.744579315185547	20.04939842224121	18.546070098876953	20.01261329650879	Homo sapiens	1:Experimental evidence at protein level	551	12	0.76128843568242	19.5255937827924	2.49664766138704	0.0195731219507658	0.0489626116616111	-3.90619539480898	1.70833989800809	1.31013542501331	sp|P19525|E2AK2_HUMAN	P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase		+	+
20.60713005065918	19.538116455078125	19.90528678894043	18.256196975708008	20.563880920410156	19.215164184570312	18.525686264038086	19.86270523071289	19.236305236816406	17.80424690246582	18.147809982299805	18.592742919921875	19.868141174316406	18.4523868560791	17.283227920532227	18.856918334960938	20.69892692565918	18.997648239135742	20.998327255249023	19.10584259033203	20.2463436126709	19.028079986572266	20.04978370666504	Homo sapiens	1:Experimental evidence at protein level	302	14	0.288523753976147	19.2940056159799	0.616681010156483	0.543082841113241	0.662975974277846	-6.56120964535933	0.265133918672219	0.178502209796761	sp|P19623|SPEE_HUMAN	P19623	SPEE_HUMAN	SRM	Spermidine synthase		+	
22.06752586364746	21.99527359008789	23.38699722290039	22.551801681518555	22.46354103088379	22.190126419067383	22.23493194580078	21.741018295288086	22.780445098876953	22.856014251708984	22.974119186401367	23.236589431762695	18.522891998291016	22.95543098449707	21.928503036499023	23.286630630493164	17.849157333374023	22.94432258605957	16.397403717041016	22.590656280517578	20.64004898071289	24.31214141845703	22.26781463623047	Homo sapiens	1:Experimental evidence at protein level	201	3	-2.38517735319036	21.9473218247316	-3.11965126024385	0.0045590986678373	0.0147441073932722	-2.55303286754288	2.34112100871193	1.83138151445911	sp|P19652|A1AG2_HUMAN	P19652	A1AG2_HUMAN	ORM2	Alpha-1-acid glycoprotein 2		+	+
16.67110824584961	18.14503288269043	19.813302993774414	19.279104232788086	16.82302474975586	18.511974334716797	18.910438537597656	18.122718811035156	18.56494140625	18.463424682617188	19.273529052734375	18.253665924072266	19.80284309387207	18.57118797302246	19.739295959472656	18.6646785736084	19.69475746154785	19.379989624023438	19.314231872558594	19.369579315185547	20.230131149291992	18.23883056640625	19.862892150878906	Homo sapiens	1:Experimental evidence at protein level	350	16	-0.740708471254727	18.8589165494176	-1.47924808811624	0.151704275850651	0.25273788755646	-5.67929419803346	0.819002178262887	0.597329648767391	sp|P19784|CSK22_HUMAN	P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'		+	
21.776737213134766	21.803104400634766	21.981456756591797	22.297395706176758	21.277414321899414	22.34796905517578	23.18638038635254	22.4422607421875	22.379764556884766	22.06804847717285	22.6507511138916	23.090282440185547	21.18058967590332	22.90072250366211	22.584863662719727	22.012229919433594	20.00870132446289	22.496925354003906	21.097305297851562	22.960098266601562	21.50238800048828	23.131324768066406	22.924549102783203	Homo sapiens	1:Experimental evidence at protein level	946	0	-1.38556039483064	22.1918914872042	-3.94131862111098	0.000585270726241622	0.00279478114236309	-0.591384343468888	3.23264319765187	2.55365219578669	sp|P19823|ITIH2_HUMAN	P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2		+	+
21.429790496826172	22.110877990722656	22.588214874267578	22.373884201049805	21.116653442382812	21.729211807250977	22.40707778930664	22.394079208374023	21.985580444335938	22.077152252197266	22.85865592956543	22.80634307861328	20.40279197692871	22.400487899780273	22.817840576171875	21.99485206604004	22.141464233398438	22.479293823242188	21.10145378112793	22.665517807006836	21.41239356994629	23.158987045288086	23.362573623657227	Homo sapiens	1:Experimental evidence at protein level	911	0	-1.04758842702394	22.1751107434781	-3.01749577198795	0.00583319344825795	0.0179438060630557	-2.78489590688884	2.23409362066961	1.74608543326146	sp|P19827|ITIH1_HUMAN	P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1		+	+
18.997509002685547	16.971538543701172	19.11202049255371	18.967500686645508	16.589969635009766	18.75525665283203	18.03558921813965	17.736061096191406	18.36319351196289	19.273902893066406	17.505718231201172	18.48486328125	21.072006225585938	18.196386337280273	17.10517120361328	18.78077507019043	20.707984924316406	19.136899948120117	19.68831443786621	18.74212074279785	19.848346710205078	19.121442794799805	19.47978401184082	Homo sapiens	1:Experimental evidence at protein level	968	17	-1.58409281736428	18.7280081819	-3.58751830858994	0.00143437009372817	0.00577498024664414	-1.45355674336744	2.84333877828708	2.23844949694025	sp|P19838|NFKB1_HUMAN	P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit		+	+
19.996749877929688	22.547016143798828	18.999658584594727	20.842634201049805	21.254268646240234	21.02607536315918	20.97429656982422	21.576269149780273	20.358369827270508	20.572710037231445	20.44508171081543	21.298446655273438	22.393156051635742	20.818376541137695	21.491146087646484	20.89116859436035	22.844045639038086	21.202320098876953	22.319860458374023	19.128555297851562	21.99892234802246	20.815523147583008	22.562458038330078	Homo sapiens	1:Experimental evidence at protein level	482	2	0.0939011836383834	21.1387802805114	0.208069982925724	0.836878927059598	0.893831675888535	-6.73270758842392	0.0773373677095623	0.0487442587382679	sp|P19971|TYPH_HUMAN	P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase		+	
16.798418045043945	17.325468063354492	19.680147171020508	17.765377044677734	17.335798263549805	18.260639190673828	19.588056564331055	17.735584259033203	18.257434844970703	17.915767669677734	18.61799430847168	18.666542053222656	19.495210647583008	18.525421142578125	18.0062255859375	18.00434112548828	19.919179916381836	19.55146598815918	18.272319793701172	19.317262649536133	16.87228012084961	18.69416618347168	17.76766586303711	Homo sapiens	1:Experimental evidence at protein level	1033	20	-1.47395908069269	18.3745296282516	-3.1196002033512	0.00455966308184799	0.0147441073932722	-2.55314958546928	2.3410672466119	1.83138151445911	sp|P20023|CR2_HUMAN	P20023	CR2_HUMAN	CR2	Complement receptor type 2		+	+
17.839859008789062	16.744417190551758	18.378896713256836	18.24911880493164	17.59068489074707	19.07496452331543	19.948266983032227	18.028186798095703	18.55657386779785	17.755504608154297	18.419246673583984	18.307056427001953	20.057811737060547	19.231182098388672	17.919801712036133	19.14193344116211	21.214183807373047	19.878183364868164	18.573013305664062	18.838022232055664	19.663789749145508	18.421030044555664	20.611356735229492	Homo sapiens	1:Experimental evidence at protein level	260	18	-1.32597007026393	18.8067104469636	-2.47738066073955	0.020434454755138	0.0505020025242328	-3.94541263051979	1.68963694591392	1.29669140073319	sp|P20036|DPA1_HUMAN	P20036	DPA1_HUMAN	HLA-DPA1	HLA class II histocompatibility antigen, DP alpha 1 chain		+	
20.765016555786133	20.76751708984375	19.5492000579834	18.616674423217773	19.782264709472656	17.749080657958984	19.30455780029297	20.580625534057617	18.811996459960938	17.846649169921875	19.76054573059082	19.033754348754883	20.5665283203125	18.713085174560547	20.726970672607422	19.079622268676758	21.089990615844727	18.532203674316406	20.95027732849121	18.587533950805664	20.9371280670166	19.6822509765625	20.230985641479492	Homo sapiens	1:Experimental evidence at protein level	333	11	0.898049859482878	19.6253487708219	2.59504340520219	0.0156760313175723	0.0407444527072766	-3.70316569814576	1.80476387755964	1.38993151140532	sp|P20042|IF2B_HUMAN	P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2		+	+
22.27107048034668	21.493614196777344	21.347217559814453	21.637149810791016	21.955976486206055	21.868885040283203	21.20553207397461	21.55136489868164	21.430444717407227	21.311237335205078	21.422191619873047	21.340438842773438	22.022048950195312	21.164474487304688	21.224123001098633	21.988927841186523	22.16073989868164	21.5155029296875	21.47966766357422	21.972023010253906	21.804893493652344	21.9404354095459	22.23675537109375	Homo sapiens	1:Experimental evidence at protein level	488	0	-0.622786809006101	21.6710915687678	-2.35879321434235	0.0265541101020151	0.0626117964510671	-4.18272151895982	1.57586824834992	1.2033438353046	sp|P20073|ANXA7_HUMAN	P20073	ANXA7_HUMAN	ANXA7	Annexin A7		+	
20.34292984008789	20.54316520690918	23.185413360595703	22.927255630493164	21.078086853027344	24.135486602783203	24.045923233032227	24.012042999267578	22.351449966430664	22.601240158081055	22.189697265625	24.130172729492188	22.951528549194336	23.660350799560547	23.238527297973633	23.14491081237793	21.29889678955078	23.104795455932617	17.61156463623047	23.362131118774414	20.48676109313965	23.115013122558594	22.215848922729492	Homo sapiens	1:Experimental evidence at protein level	275	1	-2.50453391283512	22.4461850081742	-3.75875654775078	0.000931138193864587	0.00403930371422948	-1.0388704602012	3.03098585889091	2.39369349110954	sp|P20231|TRYB2_HUMAN	P20231	TRYB2_HUMAN	TPSB2	Tryptase beta-2	sp|Q15661|TRYB1_HUMAN	+	+
19.85171127319336	19.73583221435547	20.107059478759766	18.003633499145508	19.499603271484375	19.271636962890625	18.852636337280273	17.140634536743164	19.359378814697266	18.128610610961914	17.443567276000977	18.788806915283203	17.828466415405273	19.175647735595703	17.978660583496094	18.92429542541504	19.74666404724121	19.484657287597656	19.864503860473633	19.531036376953125	18.678417205810547	19.15091323852539	19.632713317871094	Homo sapiens	1:Experimental evidence at protein level	206	16	-0.72536095728012	18.9720815383468	-1.51792564500938	0.141718217633603	0.239337688998766	-5.62481208722154	0.848574318353808	0.620988906754872	sp|P20290|BTF3_HUMAN	P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3		+	
17.235157012939453	17.245908737182617	19.019804000854492	18.5575008392334	18.211048126220703	18.91191291809082	19.196819305419922	18.195545196533203	18.56705665588379	18.428157806396484	17.998491287231445	18.23477554321289	19.400314331054688	18.90864372253418	17.925987243652344	18.8864803314209	19.642324447631836	18.667930603027344	17.64803695678711	18.98026466369629	19.415945053100586	18.82149887084961	17.727588653564453	Homo sapiens	1:Experimental evidence at protein level	218	20	-1.5776674962174	18.5231292391513	-4.85815343035932	5.53217260499463E-05	0.000435503939255807	1.70259649140253	4.25710427826857	3.36100791232263	sp|P20338|RAB4A_HUMAN	P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	sp|P61018|RAB4B_HUMAN	+	+
20.23174476623535	19.967472076416016	19.148914337158203	19.24517250061035	19.886241912841797	20.29448127746582	20.7905330657959	20.385417938232422	18.410661697387695	19.262815475463867	19.905899047851562	20.084522247314453	19.75965118408203	18.176591873168945	20.196216583251953	18.544809341430664	17.534971237182617	18.138607025146484	19.47844886779785	19.511253356933594	19.843135833740234	19.622108459472656	19.077348709106445	Homo sapiens	1:Experimental evidence at protein level	215	10	-0.0746592146277365	19.4580033434523	-0.157651350298682	0.876012100596092	0.920466445999475	-6.74215926244876	0.057489894761355	0.0359920383200692	sp|P20339|RAB5A_HUMAN	P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A		+	
22.075639724731445	21.540109634399414	19.32524299621582	20.502817153930664	22.05611801147461	18.471515655517578	19.773311614990234	21.115524291992188	20.349592208862305	20.245336532592773	20.316856384277344	20.653900146484375	20.820112228393555	20.06319808959961	20.786800384521484	19.033641815185547	20.98507308959961	20.8660945892334	21.75857162475586	20.011178970336914	21.035585403442383	19.10072135925293	20.788463592529297	Homo sapiens	1:Experimental evidence at protein level	208	5	0.352686750978609	20.4991582948409	0.904199184851212	0.37461687813191	0.506061396774685	-6.34212656471802	0.426412659650518	0.295796790150528	sp|P20340|RAB6A_HUMAN	P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A		+	
19.0538387298584	21.41182518005371	19.899866104125977	18.78045654296875	20.249757766723633	18.58773422241211	18.97777557373047	19.242202758789062	18.339683532714844	18.089075088500977	17.568330764770508	19.003374099731445	21.084693908691406	19.083322525024414	19.237337112426758	18.56769371032715	22.584226608276367	18.961698532104492	22.803287506103516	18.430877685546875	19.450725555419922	19.448400497436523	19.678287506103516	Homo sapiens	1:Experimental evidence at protein level	662	13	0.427205323323026	19.4928610528003	0.68932558324729	0.497037830585908	0.623257615554035	-6.51334961444063	0.303610554949877	0.205332406168934	sp|P20591|MX1_HUMAN	P20591	MX1_HUMAN	MX1	Interferon-induced GTP-binding protein Mx1		+	
17.799190521240234	17.234437942504883	20.26262092590332	18.372146606445312	17.304454803466797	18.518774032592773	20.132579803466797	18.137678146362305	18.11908721923828	17.51639747619629	17.382848739624023	19.180322647094727	20.721107482910156	18.460796356201172	17.645784378051758	18.457427978515625	20.397306442260742	19.17938995361328	19.975027084350586	19.928495407104492	18.30171012878418	19.253437042236328	17.51349449157715	Homo sapiens	1:Experimental evidence at protein level	715	19	-1.60636488715863	18.6973584894489	-2.92457855663849	0.00728219259566815	0.0215664934564018	-2.99273960714709	2.13773783925406	1.6662204620524	sp|P20592|MX2_HUMAN	P20592	MX2_HUMAN	MX2	Interferon-induced GTP-binding protein Mx2		+	+
20.63900375366211	20.965553283691406	19.93804931640625	21.04452133178711	20.696088790893555	21.153823852539062	21.400232315063477	20.871679306030273	21.10471534729004	20.529281616210938	20.783353805541992	20.595813751220703	20.88848876953125	20.287311553955078	20.883834838867188	20.218137741088867	21.525930404663086	20.99427032470703	21.186899185180664	20.539886474609375	21.074342727661133	20.392715454101562	21.14033317565918	Homo sapiens	1:Experimental evidence at protein level	241	1	-0.602722452591923	20.8220163699717	-2.17882270420581	0.0390911665484897	0.0855536980607799	-4.52863420968888	1.40792136927068	1.0677612133271	sp|P20618|PSB1_HUMAN	P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1		+	
20.724050521850586	19.678110122680664	19.336952209472656	18.555370330810547	20.63617706298828	19.150617599487305	19.863536834716797	17.63516616821289	18.249414443969727	18.275941848754883	18.136001586914062	17.81107521057129	20.095338821411133	18.770322799682617	17.480680465698242	19.068063735961914	19.360261917114258	19.482675552368164	19.834394454956055	18.874237060546875	19.721508026123047	18.8007755279541	19.400291442871094	Homo sapiens	1:Experimental evidence at protein level	277	15	-0.676260608457877	19.0864829745315	-1.37773591747133	0.180629454071684	0.291086314475231	-5.81664805226502	0.743211430668072	0.535978212588004	sp|P20645|MPRD_HUMAN	P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor		+	
17.207975387573242	21.050048828125	19.63382911682129	19.012075424194336	20.633405685424805	18.580902099609375	18.84906578063965	18.559940338134766	18.86563491821289	18.579599380493164	17.809383392333984	19.3825626373291	19.64543342590332	18.834192276000977	18.48090934753418	19.378768920898438	22.190954208374023	18.25911521911621	20.64590072631836	18.36290168762207	21.53105354309082	18.4490966796875	21.078901290893555	Homo sapiens	1:Experimental evidence at protein level	150	16	0.38934703090208	19.3418235692618	0.635572818660865	0.530894584056615	0.651780894427255	-6.54925839111805	0.274991705109632	0.18589837410473	sp|P20674|COX5A_HUMAN	P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial		+	
21.385623931884766	21.82695198059082	21.572603225708008	20.850202560424805	21.562406539916992	21.580699920654297	21.610240936279297	22.177804946899414	21.563213348388672	21.966453552246094	21.735095977783203	21.436668395996094	23.437789916992188	21.63165283203125	22.566991806030273	21.102888107299805	22.76213836669922	21.72933006286621	21.756885528564453	19.152164459228516	22.439956665039062	21.421707153320312	22.37181854248047	Homo sapiens	1:Experimental evidence at protein level	586	0	-0.324226337374689	21.7170765394814	-0.980196947763077	0.336484288142866	0.46709706252621	-6.27120240586695	0.473035209990262	0.330592863888987	sp|P20700|LMNB1_HUMAN	P20700	LMNB1_HUMAN	LMNB1	Lamin-B1		+	
21.88007354736328	24.02664566040039	27.396236419677734	26.452909469604492	22.43649673461914	25.28096580505371	24.693994522094727	25.153615951538086	26.21896743774414	26.978994369506836	26.583757400512695	26.72662353515625	22.79910659790039	26.8967342376709	24.168500900268555	26.03071403503418	21.440847396850586	27.00826072692871	20.876989364624023	25.036678314208984	22.255264282226562	26.923938751220703	26.188447952270508	Homo sapiens	1:Experimental evidence at protein level	298	0	-3.20530004744	24.9636568877176	-5.07892513089354	3.13425738172553E-05	0.00027405134787319	2.25862227749941	4.50386534262384	3.56216805758576	sp|P20774|MIME_HUMAN	P20774	MIME_HUMAN	OGN	Mimecan		+	+
19.24530792236328	20.462663650512695	19.082969665527344	19.986433029174805	21.490407943725586	19.417831420898438	20.00156021118164	20.20344352722168	19.155773162841797	17.928483963012695	17.710548400878906	18.693029403686523	19.750377655029297	18.27478790283203	19.291364669799805	20.25284194946289	19.5833683013916	19.511316299438477	19.3760986328125	18.927793502807617	19.12687110900879	20.06932830810547	19.43120002746582	Homo sapiens	1:Experimental evidence at protein level	708	8	-0.303198567580946	19.4388155072419	-0.583705546177139	0.564706449729821	0.68107522865114	-6.58123195647508	0.248177251990277	0.166804915130337	sp|P20810|ICAL_HUMAN	P20810	ICAL_HUMAN	CAST	Calpastatin		+	
16.747777938842773	18.300992965698242	20.064085006713867	19.439477920532227	16.94456672668457	20.856889724731445	22.969022750854492	21.308908462524414	19.21303939819336	21.43355369567871	18.01830291748047	18.76483726501465	17.327743530273438	19.182762145996094	17.810274124145508	18.30662727355957	16.974637985229492	20.393875122070312	17.299571990966797	21.49374771118164	17.887067794799805	20.161392211914062	18.0844783782959	Homo sapiens	1:Experimental evidence at protein level	1838	13	-3.04493735477772	19.1110517120329	-4.75239148012205	7.2662014219159E-05	0.000539274707939783	1.43614165261435	4.1386925674953	3.26818994770695	sp|P20908|CO5A1_HUMAN	P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain		+	+
