CRC_1	CRC_11	CRC_13	CRC_15	CRC_16	CRC_19	CRC_2	CRC_20	CRC_21	CRC_4	CRC_5	CRC_6	CRC_8	CRC_9	Control_1	Control_11	Control_13	Control_15	Control_16	Control_19	Control_2	Control_20	Control_21	Control_4	Control_6	Control_8	Control_9	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	Control_vs_CRC_logFC	Control_vs_CRC_AveExpr	Control_vs_CRC_t	Control_vs_CRC_P.Value	Control_vs_CRC_adj.P.Val	Control_vs_CRC_B	Control_vs_CRC_-log(P.Value)	Control_vs_CRC_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	Control_vs_CRC_Valid	Control_vs_CRC_Significant
21.45308494567871	22.9840145111084	22.02412223815918	22.64531707763672	23.582937240600586	23.625123977661133	22.070476531982422	23.5655574798584	22.337526321411133	22.772539138793945	22.857202529907227	21.53521156311035	23.124202728271484	22.14775276184082	23.092683792114258	22.102825164794922	21.265283584594727	23.497365951538086	22.458335876464844	22.880077362060547	22.378982543945312	21.861921310424805	23.189847946166992	21.50017547607422	21.582120895385742	22.228038787841797	22.310890197753906	Homo sapiens	1:Experimental evidence at protein level	1338	9	0.26400983720373	22.4841756484076	0.976405399044016	0.337043268059538	0.480384954033249	-5.9005803970413	0.472314342828091	0.31841060343954	sp|O15067|PUR4_HUMAN	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase		+	
24.35528564453125	24.70459747314453	24.355976104736328	23.853214263916016	23.970199584960938	24.54960060119629	24.08669090270996	24.413631439208984	24.062334060668945	24.14735984802246	24.4262752532959	24.501415252685547	24.665170669555664	24.28542137145996	24.477861404418945	24.350568771362305	24.224626541137695	24.708515167236328	24.839336395263672	24.10524559020996	23.311975479125977	24.50411605834961	24.725122451782227	24.504776000976562	23.37320327758789	24.63019561767578	23.992551803588867	Homo sapiens	1:Experimental evidence at protein level	329	0	-0.001703058740123	24.2998728074898	-0.0130424622602928	0.989684390449166	0.993946189259713	-6.37167581401357	0.00450327948264754	0.0026371270113011	sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2		+	
25.8177433013916	25.936281204223633	25.937671661376953	25.723758697509766	25.390241622924805	26.906856536865234	25.509225845336914	25.968795776367188	25.739944458007812	25.98713493347168	26.133907318115234	25.504459381103516	26.143041610717773	25.90362548828125	25.193716049194336	25.41730308532715	24.808561325073242	25.05030632019043	25.503559112548828	25.27960968017578	24.590734481811523	25.387062072753906	25.978500366210938	25.22528076171875	24.84031867980957	25.062950134277344	25.35016441345215	Homo sapiens	1:Experimental evidence at protein level	372	0	0.665043364262868	25.5659297298343	4.85484277482377	3.91442266541116E-05	0.00180911921395513	2.18101197473661	4.4073322825755	2.74253281387153	sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B		+	+
25.429405212402344	25.07086181640625	25.551332473754883	24.8613338470459	24.934633255004883	26.526123046875	25.321317672729492	25.098472595214844	25.406160354614258	25.224660873413086	25.79666519165039	25.1721248626709	25.17061996459961	24.853717803955078	25.069955825805664	25.672584533691406	24.688663482666016	25.45266342163086	25.38483238220215	25.63555908203125	24.49058723449707	25.077129364013672	25.70708465576172	25.125965118408203	25.05924415588379	24.74605941772461	24.903644561767578	Homo sapiens	1:Experimental evidence at protein level	300	0	0.132857638434746	25.2377818479854	0.868972361633656	0.392089830280391	0.535805048019883	-5.99726345537363	0.406614421944593	0.270993199057686	sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2		+	
25.639995574951172	25.543731689453125	25.682586669921875	25.33612060546875	25.379798889160156	26.401533126831055	25.2889347076416	24.792633056640625	25.552684783935547	25.45804214477539	26.08281707763672	25.341920852661133	24.922945022583008	25.270614624023438	25.312955856323242	25.060897827148438	25.585853576660156	25.184179306030273	25.359703063964844	25.551328659057617	24.775737762451172	25.013553619384766	25.694740295410156	25.454811096191406	25.053794860839844	24.966175079345703	25.210437774658203	Homo sapiens	1:Experimental evidence at protein level	178	0	0.201637299169402	25.3672356774064	1.46482698964259	0.153865414920629	0.266251859784337	-5.33282377119412	0.812858987686858	0.574707349971031	sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3		+	
25.041467666625977	24.736526489257812	24.98174285888672	24.643186569213867	24.22010612487793	24.31121063232422	25.080541610717773	24.65506362915039	24.753910064697266	24.715978622436523	24.732892990112305	24.71146011352539	24.97455596923828	24.717411041259766	24.998275756835938	24.978599548339844	25.000856399536133	25.33756446838379	24.990001678466797	25.05614471435547	24.741863250732422	24.915861129760742	24.823795318603516	24.903751373291016	24.564546585083008	24.88846778869629	25.333154678344727	Homo sapiens	1:Experimental evidence at protein level	223	0	-0.259212286739483	24.8447004479785	-2.63020854310359	0.0135875355783207	0.047454637568877	-3.26753683503975	1.86685930572456	1.32372133914489	sp|O15173|PGRC2_HUMAN	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2		+	+
21.397216796875	23.361515045166016	23.056671142578125	23.10733413696289	22.488004684448242	21.9599666595459	21.707468032836914	22.501541137695312	21.733592987060547	22.780942916870117	23.022663116455078	22.920696258544922	22.990137100219727	22.966983795166016	21.755023956298828	22.73642349243164	23.537479400634766	22.31871223449707	22.401948928833008	22.61256980895996	22.6649227142334	21.904254913330078	22.92095375061035	23.529722213745117	23.45334243774414	22.647850036621094	22.02839469909668	Homo sapiens	1:Experimental evidence at protein level	467	3	-0.111630080830565	22.6118071642507	-0.459833758445155	0.649109017876773	0.762439747354979	-6.26587899995225	0.187682357304069	0.117794471227313	sp|O15198|SMAD9_HUMAN	O15198	SMAD9_HUMAN	SMAD9	Mothers against decapentaplegic homolog 9	sp|P84022|SMAD3_HUMAN, sp|Q15796|SMAD2_HUMAN	+	
23.619441986083984	23.45262908935547	24.214942932128906	24.096696853637695	24.046966552734375	22.85394859313965	23.510820388793945	24.31096076965332	23.01812744140625	23.078859329223633	23.580825805664062	21.48187255859375	24.058095932006836	23.592735290527344	21.522422790527344	23.60722541809082	23.412384033203125	22.76889419555664	23.33383560180664	23.907241821289062	23.514820098876953	24.251977920532227	23.250831604003906	23.42597198486328	22.482603073120117	23.926616668701172	23.740327835083008	Homo sapiens	1:Experimental evidence at protein level	129	2	0.146189836064121	23.4102026081818	0.520665178496047	0.606604258720963	0.728827898715113	-6.23615603766525	0.217094545010318	0.137375011410848	sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6		+	
23.882871627807617	24.326068878173828	23.50005531311035	24.19585609436035	25.02843475341797	23.708080291748047	25.699392318725586	24.25072479248047	25.08599090576172	24.390668869018555	24.092552185058594	25.365686416625977	24.074663162231445	25.158395767211914	25.77373695373535	25.09880828857422	26.498355865478516	24.962345123291016	24.113311767578125	25.791234970092773	25.350296020507812	26.582298278808594	24.689899444580078	26.140499114990234	25.91361427307129	25.949737548828125	25.711044311523438	Homo sapiens	1:Experimental evidence at protein level	3695	0	-1.1296100761795	25.0136152925724	-4.22412517393355	0.000221620014482198	0.00434741610424173	0.542762028381126	3.65439102107957	2.36176879019159	sp|O15230|LAMA5_HUMAN	O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5		+	+
24.256031036376953	23.917251586914062	23.53902244567871	24.165437698364258	23.827049255371094	21.148645401000977	21.8935604095459	23.84911346435547	21.611278533935547	24.12533187866211	24.311574935913086	21.570907592773438	24.297760009765625	22.1093807220459	21.096214294433594	22.032865524291992	22.838193893432617	21.60438346862793	24.148773193359375	21.286577224731445	22.057924270629883	21.32080841064453	23.798809051513672	23.90095329284668	21.710176467895508	22.28998374938965	21.712482452392578	Homo sapiens	1:Experimental evidence at protein level	473	14	0.866606694798122	22.7548403288825	2.11755391292408	0.0430240721219499	0.106620457360062	-4.28244160984985	1.36628848710528	0.972159458853586	sp|O15269|SPTC1_HUMAN	O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1		+	
23.653236389160156	23.62929916381836	25.60974884033203	24.50552749633789	22.0467586517334	23.870376586914062	23.133472442626953	24.352060317993164	22.788585662841797	23.297269821166992	24.769508361816406	23.80904769897461	24.695758819580078	25.87558364868164	23.603931427001953	23.626392364501953	22.265033721923828	24.5777587890625	23.603593826293945	23.202301025390625	22.118846893310547	23.66132164001465	25.817611694335938	22.021169662475586	22.688594818115234	24.117910385131836	23.9862003326416	Homo sapiens	1:Experimental evidence at protein level	246	3	0.493790842296573	23.7508585116871	1.32331355565528	0.196203774496024	0.321743533333715	-5.51815227777977	0.707292642078253	0.492490173143721	sp|O15305|PMM2_HUMAN	O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2		+	
24.709674835205078	23.419780731201172	23.346803665161133	24.248249053955078	23.571483612060547	23.596263885498047	21.54106903076172	23.722082138061523	20.769790649414062	23.677188873291016	23.502029418945312	21.16953468322754	23.1494083404541	20.83469581604004	22.618148803710938	21.53671646118164	21.69686508178711	25.636716842651367	23.51793670654297	21.202743530273438	21.766725540161133	22.015750885009766	23.43649673461914	21.41646957397461	21.936485290527344	21.519962310791016	22.245405197143555	Homo sapiens	1:Experimental evidence at protein level	546	14	0.572115292500182	22.6575932080596	1.26835062976089	0.214890979061108	0.343269532000964	-5.58567038003104	0.667781815435559	0.464364742076921	sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G		+	
24.44862937927246	24.448747634887695	24.224931716918945	24.002111434936523	24.610549926757812	24.74810218811035	24.327234268188477	24.393024444580078	24.365022659301758	24.078645706176758	24.671646118164062	24.442367553710938	24.43313217163086	24.197471618652344	24.3558292388916	24.219667434692383	24.45088005065918	24.631765365600586	24.54615020751953	24.028043746948242	22.04468536376953	24.10344886779785	24.652225494384766	24.537948608398438	23.73212432861328	23.94187355041504	24.28203010559082	Homo sapiens	1:Experimental evidence at protein level	548	0	0.243866593766001	24.2542579691246	1.54009550139354	0.134519459669317	0.241950596268977	-5.22768777846926	0.871214885805108	0.616273303268078	sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D		+	
22.873140335083008	23.018535614013672	22.881650924682617	23.150802612304688	23.211761474609375	23.373432159423828	23.174306869506836	22.54924201965332	22.535112380981445	22.71334457397461	23.64470100402832	22.9791259765625	22.81477928161621	23.08087730407715	22.99004554748535	22.857532501220703	23.099586486816406	22.956941604614258	22.879064559936523	22.660449981689453	23.035438537597656	22.80206298828125	22.93095588684082	23.0609073638916	22.70113182067871	23.261728286743164	23.245704650878906	Homo sapiens	1:Experimental evidence at protein level	352	0	0.0125129812319038	22.9813030536244	0.0898169259372057	0.92905818243784	0.954057301828291	-6.36770697858455	0.0319570873836834	0.0204255402639581	sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H		+	
24.42948341369629	24.370113372802734	23.975908279418945	24.19892120361328	23.743881225585938	24.57583236694336	23.4617862701416	24.144670486450195	23.631906509399414	23.78766441345215	23.889225006103516	24.088354110717773	24.44614601135254	24.312423706054688	23.530956268310547	23.609651565551758	23.97736167907715	20.78986358642578	23.682527542114258	23.908103942871094	21.243526458740234	23.979249954223633	23.84988784790039	22.953472137451172	21.043577194213867	24.583538055419922	23.403505325317383	Homo sapiens	1:Experimental evidence at protein level	261	3	0.932545379170993	23.6132614248038	2.92595727468879	0.00665726249928073	0.0304435598823317	-2.62223399566501	2.17670431825615	1.51650456521101	sp|O15400|STX7_HUMAN	O15400	STX7_HUMAN	STX7	Syntaxin-7		+	+
23.817604064941406	23.595230102539062	23.629762649536133	22.337202072143555	21.961227416992188	21.896259307861328	21.58281135559082	22.873882293701172	23.897005081176758	24.42211151123047	23.347597122192383	21.966264724731445	24.175765991210938	23.85801124572754	21.236818313598633	21.121440887451172	21.139646530151367	22.793800354003906	20.848535537719727	21.36844825744629	21.604509353637695	22.686832427978516	21.314674377441406	21.980253219604492	22.104097366333008	22.371492385864258	22.138717651367188	Homo sapiens	1:Experimental evidence at protein level	535	14	1.32264192083368	22.4467658059488	4.2422104350849	0.000210949087662084	0.004286389551537	0.589262258673434	3.6758223485669	2.36790836236673	sp|O15460|P4HA2_HUMAN	O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2		+	+
22.59015464782715	22.230438232421875	22.947193145751953	22.66020393371582	22.105255126953125	21.35782241821289	23.419944763183594	23.30708122253418	23.089338302612305	23.078458786010742	23.403329849243164	23.55729866027832	22.117931365966797	21.94548225402832	24.252304077148438	23.533214569091797	23.660036087036133	24.629240036010742	24.59707260131836	21.72800636291504	22.157865524291992	23.790138244628906	24.133764266967773	23.159854888916016	23.37540626525879	24.227462768554688	21.791343688964844	Homo sapiens	1:Experimental evidence at protein level	640	5	-0.788375008651645	23.0665585210662	-2.67190460312521	0.0123111658742596	0.0446306341452	-3.1789402702804	1.90970081719202	1.35036694233705	sp|O15484|CAN5_HUMAN	O15484	CAN5_HUMAN	CAPN5	Calpain-5		+	+
22.292762756347656	23.008630752563477	22.471858978271484	23.29953384399414	22.685222625732422	22.983840942382812	20.946903228759766	23.362524032592773	23.135915756225586	22.38441276550293	22.721323013305664	22.590961456298828	21.958541870117188	23.137407302856445	22.8797607421875	22.590789794921875	23.05613136291504	22.31529998779297	22.348491668701172	22.498626708984375	21.857458114624023	21.6542911529541	22.901235580444336	23.34368324279785	22.071001052856445	22.598508834838867	22.61131477355957	Homo sapiens	1:Experimental evidence at protein level	198	9	0.0995724858858082	22.5815758641072	0.45027992946387	0.655900346993774	0.768696163227209	-6.27021729586292	0.183162139341232	0.114245286607863	sp|O15498|YKT6_HUMAN	O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6		+	
26.797595977783203	26.452939987182617	26.713716506958008	26.382347106933594	26.473196029663086	27.243486404418945	26.42749786376953	26.73578643798828	26.22542381286621	26.658510208129883	27.139911651611328	26.451404571533203	27.028446197509766	26.41214370727539	26.003149032592773	25.869779586791992	26.003896713256836	26.316619873046875	26.65474510192871	26.54528045654297	25.62734603881836	25.99339485168457	26.50383758544922	26.388525009155273	22.40835189819336	26.270891189575195	26.404083251953125	Homo sapiens	1:Experimental evidence at protein level	151	1	0.702299551901248	26.2999511991432	2.52881998188832	0.0172215375725032	0.0567070850363454	-3.47944754535372	1.76392807649193	1.24636267655754	sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5		+	
22.58284568786621	23.1711368560791	22.928972244262695	23.076698303222656	22.028907775878906	23.505800247192383	22.267560958862305	21.88387680053711	22.279069900512695	22.6591854095459	23.023744583129883	22.846466064453125	22.588123321533203	22.04979705810547	22.107906341552734	23.44663429260254	22.540576934814453	21.33205795288086	22.852283477783203	22.82710075378418	22.417736053466797	21.61182403564453	22.838134765625	22.676671981811523	22.5495548248291	22.01983070373535	23.3116512298584	Homo sapiens	1:Experimental evidence at protein level	448	6	0.105726328230332	22.5716925183158	0.471905409019524	0.640571692317042	0.757072062034612	-6.26026913277743	0.193432257277163	0.120862780137345	sp|O15533|TPSN_HUMAN	O15533	TPSN_HUMAN	TAPBP	Tapasin		+	
22.034833908081055	23.949682235717773	25.133769989013672	24.929492950439453	23.731298446655273	21.153194427490234	21.27019500732422	24.859766006469727	22.833908081054688	24.144933700561523	24.83036994934082	24.002399444580078	24.948570251464844	21.597116470336914	24.590587615966797	24.909456253051758	21.533348083496094	25.34210968017578	25.293201446533203	24.485273361206055	22.085107803344727	23.960168838500977	24.844146728515625	23.90478515625	23.421602249145508	23.891666412353516	22.131319046020508	Homo sapiens	1:Experimental evidence at protein level	220	7	-0.37121227727684	23.6931180411653	-0.781385772633695	0.440990506794214	0.582896142166912	-6.0681802417653	0.355570759491944	0.234408819000621	sp|O15551|CLD3_HUMAN	O15551	CLD3_HUMAN	CLDN3	Claudin-3		+	
24.362398147583008	24.3264217376709	24.927976608276367	25.18851661682129	24.407028198242188	25.102725982666016	23.932395935058594	24.408254623413086	24.209402084350586	24.437725067138672	24.84834098815918	23.788381576538086	24.75745391845703	24.164690017700195	24.256603240966797	23.966339111328125	23.135894775390625	24.498682022094727	24.465255737304688	23.837568283081055	22.63017463684082	22.210168838500977	24.615333557128906	22.57633399963379	22.51624870300293	23.584911346435547	24.494176864624023	Homo sapiens	1:Experimental evidence at protein level	795	2	0.866075840647049	24.0595756807051	3.61202814176391	0.00114952209768501	0.010771637870718	-1.00103787351317	2.9394826757123	1.96771825546406	sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	ATP-dependent RNA helicase DHX15		+	+
26.78473472595215	25.660430908203125	26.23821258544922	26.862781524658203	26.163204193115234	25.540021896362305	25.91704559326172	26.433523178100586	25.614866256713867	25.736364364624023	26.573909759521484	26.35957908630371	26.55493927001953	25.69287109375	25.502635955810547	25.365692138671875	25.54836654663086	25.987939834594727	26.06928062438965	25.8470401763916	24.73371696472168	25.703948974609375	26.07341194152832	25.42182731628418	25.300804138183594	25.7977237701416	25.219236373901367	Homo sapiens	1:Experimental evidence at protein level	150	0	0.540699249643961	25.8766350898319	4.02241609290328	0.000383390145804755	0.00570734692229915	0.0270253882882958	3.41635905389306	2.24356572796604	sp|O43169|CYB5B_HUMAN	O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B		+	+
22.839479446411133	21.266796112060547	23.37505531311035	23.75519371032715	23.64252281188965	23.147600173950195	21.874698638916016	22.707565307617188	21.30881118774414	22.411136627197266	23.006717681884766	21.795080184936523	22.445119857788086	21.412914276123047	22.864213943481445	20.576431274414062	22.8239803314209	22.551467895507812	22.248201370239258	22.115938186645508	21.942081451416016	21.44823455810547	22.563581466674805	21.820737838745117	22.073118209838867	22.681827545166016	22.946659088134766	Homo sapiens	1:Experimental evidence at protein level	522	14	0.268676107517003	22.3570214381327	0.925348952299484	0.362520018534953	0.505937180122916	-5.94784810568149	0.440668006474451	0.295903404147674	sp|O43172|PRP4_HUMAN	O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4		+	
24.902862548828125	22.66558074951172	25.380496978759766	24.668289184570312	24.82558250427246	24.22577476501465	24.904376983642578	25.52389144897461	24.755624771118164	23.12723159790039	24.18732452392578	25.324203491210938	25.044843673706055	23.787979125976562	24.817625045776367	24.4060115814209	25.077880859375	24.548627853393555	24.387920379638672	24.855121612548828	24.81039047241211	25.12510108947754	25.249425888061523	25.179304122924805	25.238903045654297	24.973060607910156	24.886497497558594	Homo sapiens	1:Experimental evidence at protein level	533	0	-0.3957575506221	24.6997170398021	-1.61839471371389	0.116544637428343	0.217639852279441	-5.11363043639382	0.933507704887801	0.662261577538443	sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase		+	
24.38327980041504	25.175317764282227	24.455814361572266	23.627004623413086	25.37818145751953	24.20041847229004	24.6677188873291	22.625120162963867	24.252025604248047	23.545610427856445	24.883771896362305	25.105859756469727	24.368633270263672	24.093605041503906	25.73006248474121	24.36719512939453	25.40171241760254	25.43135643005371	25.61915397644043	25.667510986328125	21.92562484741211	24.581523895263672	25.295888900756836	21.772226333618164	22.707860946655273	25.08247947692871	25.012290954589844	Homo sapiens	1:Experimental evidence at protein level	175	4	-0.18873148205406	24.4174085137368	-0.494655784317835	0.624618272124382	0.743670694662148	-6.24930808336379	0.204385315388047	0.128619332129944	sp|O43181|NDUS4_HUMAN	O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial		+	
23.166242599487305	23.220989227294922	23.099199295043945	23.145309448242188	23.402856826782227	22.074031829833984	22.05463409423828	23.250762939453125	23.189260482788086	23.828121185302734	23.850482940673828	22.654869079589844	23.2951717376709	23.243934631347656	23.814308166503906	23.776119232177734	23.982587814331055	24.062612533569336	23.307111740112305	23.948406219482422	22.944562911987305	24.03989601135254	23.331525802612305	23.862289428710938	23.829788208007812	23.74869155883789	23.771059036254883	Homo sapiens	1:Experimental evidence at protein level	492	1	-0.646045705320027	23.4029793383543	-3.85576329006223	0.000600710995997009	0.00755513424628928	-0.394366203614414	3.22133441823224	2.12175781432897	sp|O43237|DC1L2_HUMAN	O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2		+	+
23.865291595458984	22.237329483032227	23.425048828125	23.26146125793457	23.69955825805664	23.19485092163086	23.998910903930664	24.019453048706055	23.91752815246582	23.310901641845703	23.86717414855957	23.71184539794922	23.45709228515625	23.41606330871582	23.822607040405273	23.297006607055664	22.976667404174805	23.77548599243164	23.900794982910156	23.922605514526367	21.589263916015625	24.134477615356445	23.778406143188477	23.529014587402344	23.417770385742188	23.040903091430664	23.881052017211914	Homo sapiens	1:Experimental evidence at protein level	534	1	0.0367903592883998	23.4963257220526	0.188308908579145	0.851963084767196	0.90181527142859	-6.35394853312708	0.0695792226385018	0.044882414581665	sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3		+	
22.72416877746582	23.239524841308594	24.005361557006836	23.539398193359375	21.923601150512695	23.094215393066406	22.157684326171875	23.763431549072266	23.237031936645508	23.652124404907227	23.476774215698242	21.019733428955078	23.312145233154297	23.482715606689453	20.800201416015625	20.735944747924805	21.031522750854492	23.189863204956055	23.38133430480957	21.85306167602539	21.844114303588867	22.024564743041992	23.758010864257812	21.86908721923828	22.075176239013672	22.402734756469727	23.734603881835938	Homo sapiens	1:Experimental evidence at protein level	624	12	0.810720464545359	22.6415419978355	2.32844962115581	0.0271635911632425	0.0778912265732869	-3.88260460171764	1.56601281468313	1.10851145715912	sp|O43252|PAPS1_HUMAN	O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1		+	
23.209095001220703	22.360204696655273	22.39800262451172	23.0146541595459	23.016244888305664	22.705263137817383	22.415746688842773	22.410587310791016	22.61917495727539	22.730073928833008	23.22102928161621	21.525108337402344	22.606311798095703	21.977113723754883	23.18982696533203	22.047286987304688	22.263957977294922	23.01639747619629	22.296939849853516	22.648937225341797	22.20040512084961	21.695999145507812	22.849973678588867	22.930889129638672	21.947006225585938	21.509822845458984	21.4893798828125	Homo sapiens	1:Experimental evidence at protein level	779	6	0.246532724166155	22.4548643150438	1.2217991772117	0.231749819468215	0.363288178539047	-5.64085795131106	0.634980595496253	0.439748733925861	sp|O43264|ZW10_HUMAN	O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog		+	
24.654760360717773	25.406082153320312	24.610322952270508	24.675371170043945	26.2617130279541	23.435182571411133	26.45195770263672	25.566551208496094	26.021617889404297	25.25396728515625	24.126178741455078	26.558048248291016	25.592479705810547	26.321657180786133	27.02766990661621	25.851219177246094	26.966930389404297	24.64928436279297	24.91300392150879	26.83745574951172	26.173276901245117	27.238290786743164	25.08240509033203	27.066743850708008	26.853139877319336	27.18613052368164	25.950525283813477	Homo sapiens	1:Experimental evidence at protein level	461	0	-0.97077981037733	25.8061352010471	-2.76136715830545	0.00994068839237778	0.0386630309454569	-2.98612430013033	2.00258353968124	1.41270410293836	sp|O43294|TGFI1_HUMAN	O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein		+	+
24.222686767578125	24.236370086669922	24.558950424194336	24.24260902404785	24.522838592529297	23.926010131835938	23.79517364501953	24.5108699798584	23.903894424438477	24.19647216796875	24.087553024291992	23.108274459838867	24.56842803955078	24.197378158569336	23.431888580322266	24.022085189819336	23.837875366210938	24.304630279541016	24.007598876953125	23.546831130981445	23.09319496154785	23.559938430786133	23.95180320739746	23.199113845825195	22.29964256286621	23.729272842407227	23.783294677734375	Homo sapiens	1:Experimental evidence at protein level	174	1	0.524553017030371	23.8822959894341	3.12057336261489	0.00409709240194489	0.0219943656053257	-2.17802980162927	2.38752424126964	1.65768856008311	sp|O43324|MCA3_HUMAN	O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1		+	+
25.900196075439453	26.003787994384766	26.25579261779785	26.56313705444336	25.999975204467773	26.330724716186523	25.680191040039062	25.966243743896484	25.576801300048828	25.902307510375977	26.165630340576172	25.688457489013672	26.033933639526367	25.60944175720215	25.55756950378418	25.602630615234375	25.369611740112305	25.81291961669922	25.92344093322754	25.53043556213379	24.730003356933594	25.339433670043945	26.119586944580078	25.38673973083496	25.08867073059082	25.557205200195312	25.266952514648438	Homo sapiens	1:Experimental evidence at protein level	633	0	0.465080222965362	25.7385221806199	4.28628337290376	0.000187023620414697	0.00408852255302322	0.70273916791701	3.72810354015897	2.38843360225906	sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R		+	+
23.790613174438477	23.83258056640625	23.779695510864258	23.43573570251465	23.589292526245117	23.820770263671875	23.98572540283203	23.650510787963867	23.706754684448242	23.786319732666016	23.72764015197754	23.67215347290039	23.97428321838379	24.096378326416016	24.350025177001953	24.211090087890625	24.08392906188965	24.132572174072266	23.752300262451172	24.12843132019043	23.824909210205078	24.5949649810791	23.997770309448242	24.467336654663086	24.358137130737305	22.879161834716797	24.30293846130371	Homo sapiens	1:Experimental evidence at protein level	289	0	-0.33637629252468	23.9237370001827	-2.31831969968105	0.0277835987631408	0.0790213737179303	-3.9024043593891	1.55621150151604	1.10225542475668	sp|O43396|TXNL1_HUMAN	O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1		+	
24.962356567382812	24.13475799560547	25.047401428222656	24.01146697998047	24.73387336730957	24.238773345947266	24.159589767456055	24.50669288635254	24.33119010925293	24.40144920349121	24.183300018310547	24.26689338684082	25.022754669189453	24.51702308654785	23.98424530029297	23.698957443237305	24.30974006652832	23.939437866210938	23.63098907470703	24.43541717529297	24.319843292236328	24.091716766357422	23.909679412841797	24.609954833984375	24.55356788635254	24.384113311767578	24.09416389465332	Homo sapiens	1:Experimental evidence at protein level	206	0	0.284763789402366	24.3146515371341	1.84666767171877	0.075157529338834	0.155271313073044	-4.75498668105948	1.12402750494388	0.80890877430938	sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54		+	
24.726810455322266	24.74045181274414	24.742307662963867	24.93478775024414	24.496646881103516	24.743703842163086	25.211322784423828	24.614513397216797	24.88521385192871	24.926855087280273	24.6872501373291	24.992326736450195	24.570560455322266	24.632854461669922	25.627681732177734	25.12982940673828	25.309377670288086	25.50733184814453	25.224760055541992	25.395748138427734	24.427324295043945	25.071025848388672	25.34492301940918	25.24663543701172	25.090579986572266	25.08234405517578	25.08872413635254	Homo sapiens	1:Experimental evidence at protein level	359	0	-0.44451218915022	24.9792862244303	-5.09949198743462	1.99129882391997E-05	0.00134830201013162	2.82130969714563	4.70086356275436	2.87021281800623	sp|O43488|ARK72_HUMAN	O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2		+	+
